Drug1_ID,Drug2_ID,Y,Neg samples
DB00212,DB00519,1,DB05266$t
DB01349,DB00519,1,DB09230$h
DB06212,DB00519,1,DB01250$t
DB00226,DB00519,1,DB08815$t
DB01119,DB00519,1,DB00535$h
DB00287,DB00519,1,DB01301$t
DB01168,DB00212,1,DB06777$h
DB00805,DB00212,1,DB09210$h
DB00182,DB00212,1,DB01112$t
DB01247,DB00212,1,DB11362$t
DB01116,DB00212,1,DB01068$t
DB09244,DB00212,1,DB06193$t
DB00780,DB00212,1,DB01151$h
DB01171,DB00212,1,DB00217$h
DB01367,DB00212,1,DB00367$t
DB00614,DB00212,1,DB01581$t
DB00657,DB00212,1,DB01577$t
DB09245,DB00212,1,DB00755$t
DB00564,DB00212,1,DB11737$t
DB00559,DB00212,1,DB01074$h
DB00457,DB00212,1,DB01619$h
DB00468,DB00212,1,DB09232$t
DB00195,DB00212,1,DB09123$h
DB00862,DB00212,1,DB06201$t
DB00820,DB00212,1,DB03756$t
DB00484,DB00212,1,DB00499$t
DB06237,DB00212,1,DB09094$h
DB06267,DB00212,1,DB06263$t
DB08873,DB00212,1,DB00446$h
DB09242,DB00212,1,DB08824$t
DB00177,DB00212,1,DB00398$h
DB01275,DB00212,1,DB00302$t
DB01392,DB00212,1,DB00476$h
DB00422,DB00212,1,DB09210$t
DB01119,DB00212,1,DB00625$t
DB00805,DB00722,1,DB11921$t
DB00182,DB00722,1,DB01656$t
DB01116,DB00722,1,DB00754$h
DB09244,DB00722,1,DB00555$t
DB01171,DB00722,1,DB01420$t
DB00752,DB00722,1,DB00315$t
DB01626,DB00722,1,DB00798$t
DB01154,DB00722,1,DB01327$h
DB01174,DB00722,1,DB01294$h
DB00312,DB00722,1,DB06795$t
DB00849,DB00722,1,DB00465$h
DB01351,DB00722,1,DB01228$t
DB00418,DB00722,1,DB05316$t
DB00599,DB00722,1,DB01440$h
DB00590,DB00722,1,DB00709$t
DB00457,DB00722,1,DB06589$h
DB00346,DB00722,1,DB01563$t
DB00233,DB00722,1,DB00251$h
DB00374,DB00722,1,DB00888$h
DB09543,DB00722,1,DB00430$h
DB00945,DB00722,1,DB11574$h
DB00806,DB00722,1,DB00711$t
DB00932,DB00722,1,DB00639$h
DB11079,DB00722,1,DB01081$t
DB00468,DB00722,1,DB00782$t
DB00695,DB00722,1,DB01282$h
DB01261,DB00722,1,DB01452$t
DB08907,DB00722,1,DB01233$t
DB06203,DB00722,1,DB11730$t
DB09204,DB00722,1,DB01357$h
DB00489,DB00722,1,DB08871$h
DB00264,DB00722,1,DB01248$t
DB00187,DB00722,1,DB00540$h
DB00373,DB00722,1,DB01400$t
DB00521,DB00722,1,DB00292$t
DB06335,DB00722,1,DB06772$h
DB00195,DB00722,1,DB00609$t
DB00270,DB00722,1,DB08897$t
DB00872,DB00722,1,DB11256$h
DB00622,DB00722,1,DB00927$h
DB08873,DB00722,1,DB01110$h
DB00363,DB00722,1,DB01377$t
DB00381,DB00722,1,DB01108$h
DB00681,DB00722,1,DB01609$t
DB00877,DB00722,1,DB08819$h
DB00486,DB00722,1,DB00624$h
DB00295,DB00722,1,DB00475$h
DB09286,DB00722,1,DB00471$t
DB00708,DB00722,1,DB00939$h
DB00753,DB00722,1,DB09273$t
DB01238,DB00722,1,DB00996$t
DB00296,DB00722,1,DB01213$t
DB00575,DB00722,1,DB00793$h
DB01002,DB00722,1,DB09135$t
DB01159,DB00722,1,DB00291$h
DB00214,DB00722,1,DB00914$t
DB00691,DB00722,1,DB00980$h
DB01169,DB00722,1,DB09123$h
DB00714,DB00722,1,DB00559$h
DB00232,DB00722,1,DB09118$h
DB00310,DB00722,1,DB00284$h
DB00524,DB00722,1,DB00361$t
DB09227,DB00722,1,DB12026$t
DB00393,DB00722,1,DB01416$t
DB09232,DB00722,1,DB01108$h
DB00401,DB00722,1,DB00998$h
DB00528,DB00722,1,DB01099$h
DB00217,DB00722,1,DB00546$h
DB00629,DB00722,1,DB00235$t
DB13783,DB00722,1,DB01296$h
DB00796,DB00722,1,DB00493$t
DB09112,DB00722,1,DB06777$h
DB00755,DB00722,1,DB06708$h
DB00631,DB00722,1,DB01627$t
DB00350,DB00722,1,DB08971$t
DB00584,DB00722,1,DB01096$t
DB00876,DB00722,1,DB09091$t
DB01229,DB00722,1,DB09049$h
DB00384,DB00722,1,DB08901$h
DB00177,DB00722,1,DB09080$h
DB00922,DB00722,1,DB01161$h
DB00700,DB00722,1,DB00919$h
DB05271,DB00722,1,DB01039$t
DB00492,DB00722,1,DB01422$h
DB00519,DB00722,1,DB00535$h
DB01029,DB00722,1,DB00560$t
DB00413,DB00722,1,DB01623$h
DB00678,DB00722,1,DB09279$h
DB00178,DB00722,1,DB01369$t
DB00542,DB00722,1,DB00442$h
DB01590,DB00722,1,DB00340$t
DB00422,DB00722,1,DB00997$h
DB00606,DB00722,1,DB00104$t
DB06212,DB00722,1,DB01041$h
DB09220,DB00722,1,DB00713$h
DB00226,DB00722,1,DB00529$t
DB01119,DB00722,1,DB06708$h
DB04840,DB00722,1,DB00938$t
DB00287,DB00722,1,DB01036$h
DB01168,DB01119,1,DB00511$h
DB00182,DB01119,1,DB09096$h
DB01247,DB01119,1,DB08911$h
DB00780,DB01119,1,DB06770$t
DB01171,DB01119,1,DB00642$t
DB01367,DB01119,1,DB01155$t
DB00614,DB01119,1,DB06694$h
DB00806,DB01119,1,DB01362$t
DB01088,DB01119,1,DB00609$h
DB00862,DB01119,1,DB00922$t
DB00203,DB01119,1,DB00399$t
DB00820,DB01119,1,DB01238$t
DB00999,DB01119,1,DB00175$t
DB00232,DB01119,1,DB00195$h
DB00436,DB01119,1,DB00726$h
DB00310,DB01119,1,DB04840$t
DB00524,DB01119,1,DB01131$h
DB13783,DB01119,1,DB00966$h
DB01392,DB01119,1,DB11586$t
DB09282,DB01119,1,DB00014$h
DB00805,DB00966,1,DB09039$h
DB01247,DB00966,1,DB01289$h
DB01116,DB00966,1,DB00987$t
DB01171,DB00966,1,DB00377$h
DB01367,DB00966,1,DB00811$t
DB00752,DB00966,1,DB00246$h
DB09245,DB00966,1,DB00308$h
DB01626,DB00966,1,DB01427$t
DB01174,DB00966,1,DB00459$h
DB00849,DB00966,1,DB00736$t
DB00559,DB00966,1,DB01141$t
DB00474,DB00966,1,DB08971$t
DB01355,DB00966,1,DB09536$h
DB00599,DB00966,1,DB00520$h
DB00590,DB00966,1,DB11994$h
DB00421,DB00966,1,DB00373$t
DB00346,DB00966,1,DB01218$t
DB00598,DB00966,1,DB06148$h
DB00374,DB00966,1,DB04571$t
DB01236,DB00966,1,DB01023$h
DB01242,DB00966,1,DB01098$h
DB00458,DB00966,1,DB00685$t
DB00335,DB00966,1,DB09185$t
DB00489,DB00966,1,DB00260$h
DB00612,DB00966,1,DB00292$t
DB00187,DB00966,1,DB00819$t
DB00373,DB00966,1,DB00185$h
DB00521,DB00966,1,DB00366$h
DB00195,DB00966,1,DB00983$t
DB00203,DB00966,1,DB08806$t
DB00820,DB00966,1,DB01045$h
DB00484,DB00966,1,DB09543$h
DB06237,DB00966,1,DB11915$h
DB06267,DB00966,1,DB00555$t
DB00188,DB00966,1,DB04846$t
DB00872,DB00966,1,DB01224$t
DB00363,DB00966,1,DB09238$h
DB00477,DB00966,1,DB00493$h
DB00381,DB00966,1,DB08800$h
DB00681,DB00966,1,DB01582$t
DB01041,DB00966,1,DB09118$h
DB01189,DB00966,1,DB00998$h
DB00486,DB00966,1,DB06148$t
DB00295,DB00966,1,DB00989$h
DB00708,DB00966,1,DB00613$t
DB01238,DB00966,1,DB00281$h
DB00679,DB00966,1,DB06217$h
DB00297,DB00966,1,DB00488$t
DB00296,DB00966,1,DB06213$t
DB00575,DB00966,1,DB09283$t
DB00323,DB00966,1,DB09215$t
DB00697,DB00966,1,DB00235$t
DB01159,DB00966,1,DB01245$t
DB00903,DB00966,1,DB08796$h
DB00887,DB00966,1,DB00852$h
DB01200,DB00966,1,DB08887$t
DB00808,DB00966,1,DB04868$h
DB01169,DB00966,1,DB00670$t
DB00440,DB00966,1,DB01129$t
DB00436,DB00966,1,DB01268$h
DB00310,DB00966,1,DB01140$t
DB00524,DB00966,1,DB00438$h
DB09232,DB00966,1,DB01158$h
DB00401,DB00966,1,DB01587$h
DB00528,DB00966,1,DB00818$t
DB00217,DB00966,1,DB08943$h
DB01282,DB00966,1,DB08971$h
DB00796,DB00966,1,DB08820$h
DB00275,DB00966,1,DB01140$t
DB09026,DB00966,1,DB00377$t
DB00742,DB00966,1,DB06827$h
DB09112,DB00966,1,DB06148$t
DB00964,DB00966,1,DB00467$t
DB00755,DB00966,1,DB00361$t
DB00883,DB00966,1,DB00356$t
DB00631,DB00966,1,DB06403$t
DB00384,DB00966,1,DB11614$h
DB00177,DB00966,1,DB00805$t
DB00925,DB00966,1,DB00324$t
DB00922,DB00966,1,DB00888$h
DB05271,DB00966,1,DB00126$h
DB00797,DB00966,1,DB01235$h
DB00413,DB00966,1,DB06704$t
DB00692,DB00966,1,DB00946$t
DB00703,DB00966,1,DB00934$h
DB01392,DB00966,1,DB00548$t
DB00422,DB00966,1,DB01297$t
DB00212,DB00966,1,DB04953$t
DB00869,DB00966,1,DB01608$t
DB00606,DB00966,1,DB00493$t
DB06212,DB00966,1,DB06154$t
DB09220,DB00966,1,DB01248$h
DB00226,DB00966,1,DB00754$t
DB04840,DB00966,1,DB01156$h
DB09282,DB00966,1,DB06803$h
DB00805,DB00559,1,DB08908$t
DB01247,DB00559,1,DB00567$t
DB09244,DB00559,1,DB02187$h
DB01171,DB00559,1,DB00435$t
DB00614,DB00559,1,DB00518$h
DB01320,DB00559,1,DB01217$t
DB00238,DB00559,1,DB01111$h
DB00673,DB00559,1,DB08934$h
DB00418,DB00559,1,DB01409$h
DB09280,DB00559,1,DB00912$h
DB01601,DB00559,1,DB00624$h
DB00705,DB00559,1,DB09076$h
DB00457,DB00559,1,DB06804$h
DB01118,DB00559,1,DB00259$h
DB00254,DB00559,1,DB06201$t
DB01097,DB00559,1,DB01144$h
DB00806,DB00559,1,DB00404$h
DB00343,DB00559,1,DB00988$t
DB00359,DB00559,1,DB01605$h
DB00398,DB00559,1,DB01157$h
DB00619,DB00559,1,DB13146$h
DB00263,DB00559,1,DB00669$t
DB00834,DB00559,1,DB01580$t
DB00203,DB00559,1,DB09112$h
DB00484,DB00559,1,DB01047$t
DB08865,DB00559,1,DB00384$h
DB00648,DB00559,1,DB00521$h
DB00257,DB00559,1,DB01267$t
DB01026,DB00559,1,DB06216$h
DB04855,DB00559,1,DB09112$h
DB06595,DB00559,1,DB08897$t
DB00188,DB00559,1,DB00398$t
DB00270,DB00559,1,DB06292$h
DB06636,DB00559,1,DB00968$t
DB00872,DB00559,1,DB11921$t
DB00283,DB00559,1,DB00420$h
DB00622,DB00559,1,DB01248$t
DB08899,DB00559,1,DB00230$t
DB05812,DB00559,1,DB01211$t
DB08933,DB00559,1,DB00419$t
DB04868,DB00559,1,DB01199$t
DB00320,DB00559,1,DB08987$t
DB00169,DB00559,1,DB08911$h
DB00503,DB00559,1,DB04839$h
DB09198,DB00559,1,DB01395$h
DB00206,DB00559,1,DB01222$t
DB08912,DB00559,1,DB00890$t
DB09063,DB00559,1,DB00759$t
DB13783,DB00559,1,DB00615$h
DB01029,DB00559,1,DB00750$h
DB00544,DB00559,1,DB00405$t
DB09073,DB00559,1,DB00234$h
DB00322,DB00559,1,DB08992$t
DB00422,DB00559,1,DB09112$h
DB05219,DB00559,1,DB00628$t
DB00549,DB00559,1,DB01369$t
DB08820,DB00559,1,DB09117$h
DB02703,DB00559,1,DB12001$h
DB01119,DB00559,1,DB00518$h
DB09282,DB00559,1,DB00317$t
DB09330,DB00559,1,DB01427$h
DB01609,DB00559,1,DB01034$t
DB01168,DB00226,1,DB11730$t
DB01037,DB00226,1,DB06201$h
DB01116,DB00226,1,DB00799$t
DB09244,DB00226,1,DB00818$h
DB00780,DB00226,1,DB00681$h
DB01367,DB00226,1,DB01606$h
DB00614,DB00226,1,DB00592$h
DB00657,DB00226,1,DB01099$h
DB00752,DB00226,1,DB06708$t
DB09245,DB00226,1,DB08947$h
DB01626,DB00226,1,DB01297$t
DB00559,DB00226,1,DB02709$t
DB00457,DB00226,1,DB00355$t
DB01088,DB00226,1,DB00711$t
DB00468,DB00226,1,DB01107$h
DB00195,DB00226,1,DB00210$h
DB00862,DB00226,1,DB00343$t
DB00484,DB00226,1,DB00744$t
DB06267,DB00226,1,DB09285$t
DB00206,DB00226,1,DB04876$t
DB01018,DB00226,1,DB00671$h
DB00575,DB00226,1,DB01610$h
DB00214,DB00226,1,DB00688$h
DB00217,DB00226,1,DB06769$h
DB09242,DB00226,1,DB00601$h
DB13783,DB00226,1,DB00961$h
DB00177,DB00226,1,DB00169$h
DB04840,DB00226,1,DB00912$h
DB01168,DB00925,1,DB00900$t
DB00182,DB00925,1,DB00228$t
DB01037,DB00925,1,DB06702$h
DB01247,DB00925,1,DB00658$h
DB09244,DB00925,1,DB00163$t
DB00780,DB00925,1,DB00993$t
DB00752,DB00925,1,DB01436$h
DB09245,DB00925,1,DB00490$h
DB00615,DB00925,1,DB01364$t
DB00252,DB00925,1,DB00193$t
DB01320,DB00925,1,DB00912$h
DB00564,DB00925,1,DB01015$t
DB00794,DB00925,1,DB00956$h
DB00238,DB00925,1,DB04842$h
DB00673,DB00925,1,DB00115$h
DB00849,DB00925,1,DB00618$t
DB01351,DB00925,1,DB06702$t
DB00418,DB00925,1,DB00541$h
DB00559,DB00925,1,DB00885$h
DB00474,DB00925,1,DB08954$h
DB09280,DB00925,1,DB00166$t
DB00705,DB00925,1,DB08807$h
DB00457,DB00925,1,DB06789$h
DB00346,DB00925,1,DB09112$h
DB00598,DB00925,1,DB00274$h
DB00374,DB00925,1,DB00402$t
DB01254,DB00925,1,DB01077$h
DB00208,DB00925,1,DB09061$t
DB00343,DB00925,1,DB01096$t
DB00176,DB00925,1,DB00838$h
DB00458,DB00925,1,DB00158$h
DB01149,DB00925,1,DB01095$h
DB00619,DB00925,1,DB01141$t
DB00263,DB00925,1,DB00508$t
DB00866,DB00925,1,DB01267$h
DB00571,DB00925,1,DB01599$h
DB00612,DB00925,1,DB01380$t
DB00373,DB00925,1,DB01410$t
DB00521,DB00925,1,DB11586$t
DB00834,DB00925,1,DB00477$h
DB01263,DB00925,1,DB06697$t
DB00862,DB00925,1,DB09143$t
DB00203,DB00925,1,DB00891$t
DB00820,DB00925,1,DB08807$h
DB06267,DB00925,1,DB02187$h
DB01319,DB00925,1,DB00394$t
DB00220,DB00925,1,DB11121$h
DB00648,DB00925,1,DB09119$t
DB12332,DB00925,1,DB11915$t
DB00257,DB00925,1,DB00680$t
DB00243,DB00925,1,DB06274$t
DB01026,DB00925,1,DB01339$t
DB05521,DB00925,1,DB00251$h
DB00289,DB00925,1,DB00865$h
DB00188,DB00925,1,DB00826$t
DB00270,DB00925,1,DB00720$h
DB06636,DB00925,1,DB01060$t
DB00622,DB00925,1,DB00438$h
DB08899,DB00925,1,DB01328$h
DB08873,DB00925,1,DB01117$t
DB00363,DB00925,1,DB11793$h
DB08933,DB00925,1,DB01326$t
DB04868,DB00925,1,DB00251$h
DB00681,DB00925,1,DB06403$h
DB00295,DB00925,1,DB13874$h
DB00753,DB00925,1,DB00896$t
DB01018,DB00925,1,DB00657$h
DB01238,DB00925,1,DB06696$h
DB01002,DB00925,1,DB00545$t
DB00214,DB00925,1,DB01264$h
DB00808,DB00925,1,DB00293$t
DB08912,DB00925,1,DB01131$h
DB01169,DB00925,1,DB00576$t
DB00714,DB00925,1,DB04570$t
DB00880,DB00925,1,DB00793$h
DB00774,DB00925,1,DB00639$h
DB00436,DB00925,1,DB00260$h
DB00393,DB00925,1,DB00115$t
DB09232,DB00925,1,DB08943$t
DB00528,DB00925,1,DB00410$h
DB01282,DB00925,1,DB06708$h
DB00796,DB00925,1,DB00721$h
DB00722,DB00925,1,DB00908$t
DB00584,DB00925,1,DB00690$t
DB00876,DB00925,1,DB06480$t
DB00177,DB00925,1,DB01155$t
DB01275,DB00925,1,DB01063$t
DB09279,DB00925,1,DB01320$t
DB00800,DB00925,1,DB00251$h
DB00492,DB00925,1,DB01009$h
DB00797,DB00925,1,DB01348$t
DB00519,DB00925,1,DB00357$t
DB00542,DB00925,1,DB09204$t
DB08881,DB00925,1,DB09117$h
DB09073,DB00925,1,DB09345$h
DB00422,DB00925,1,DB00303$t
DB06290,DB00925,1,DB00631$h
DB00212,DB00925,1,DB08860$t
DB08820,DB00925,1,DB00232$t
DB02703,DB00925,1,DB00222$t
DB00869,DB00925,1,DB09075$t
DB09048,DB00925,1,DB01181$h
DB00606,DB00925,1,DB11730$t
DB09220,DB00925,1,DB00760$h
DB00226,DB00925,1,DB06413$h
DB01119,DB00925,1,DB01121$h
DB04840,DB00925,1,DB09123$t
DB00287,DB00925,1,DB00235$h
DB01609,DB00925,1,DB00182$t
DB01168,DB00590,1,DB00344$t
DB00805,DB00590,1,DB00911$t
DB00182,DB00590,1,DB01366$t
DB01247,DB00590,1,DB00315$h
DB00752,DB00590,1,DB01213$t
DB09245,DB00590,1,DB13874$t
DB01154,DB00590,1,DB01097$h
DB01045,DB00590,1,DB00514$h
DB01174,DB00590,1,DB01178$h
DB00238,DB00590,1,DB00384$t
DB00849,DB00590,1,DB00992$h
DB01351,DB00590,1,DB00940$t
DB00418,DB00590,1,DB11574$h
DB00559,DB00590,1,DB00911$t
DB09280,DB00590,1,DB00438$t
DB01601,DB00590,1,DB00166$h
DB00457,DB00590,1,DB00392$h
DB00598,DB00590,1,DB00771$h
DB01136,DB00590,1,DB00395$t
DB01118,DB00590,1,DB00255$t
DB09167,DB00590,1,DB05541$t
DB00806,DB00590,1,DB04573$h
DB00446,DB00590,1,DB00490$t
DB00208,DB00590,1,DB00880$h
DB01088,DB00590,1,DB06594$h
DB00472,DB00590,1,DB08816$t
DB00608,DB00590,1,DB08957$t
DB00468,DB00590,1,DB11699$t
DB00176,DB00590,1,DB00956$t
DB01151,DB00590,1,DB00521$t
DB01242,DB00590,1,DB06816$h
DB00458,DB00590,1,DB01060$h
DB00715,DB00590,1,DB00791$t
DB01104,DB00590,1,DB00844$t
DB01241,DB00590,1,DB00972$h
DB01297,DB00590,1,DB00262$h
DB00571,DB00590,1,DB00335$t
DB09204,DB00590,1,DB00683$t
DB00489,DB00590,1,DB00360$h
DB00264,DB00590,1,DB00833$h
DB01580,DB00590,1,DB01111$t
DB08808,DB00590,1,DB00612$t
DB04846,DB00590,1,DB01327$t
DB04861,DB00590,1,DB08864$h
DB00187,DB00590,1,DB11614$h
DB00373,DB00590,1,DB06799$h
DB00521,DB00590,1,DB09048$t
DB01359,DB00590,1,DB00487$t
DB00195,DB00590,1,DB00465$h
DB01203,DB00590,1,DB01579$h
DB00862,DB00590,1,DB01007$t
DB06267,DB00590,1,DB06274$h
DB00220,DB00590,1,DB00706$h
DB00582,DB00590,1,DB00210$t
DB12332,DB00590,1,DB04711$t
DB00257,DB00590,1,DB00226$h
DB00246,DB00590,1,DB11560$h
DB04855,DB00590,1,DB01440$h
DB00625,DB00590,1,DB01086$h
DB06595,DB00590,1,DB00189$h
DB00951,DB00590,1,DB00115$t
DB00289,DB00590,1,DB01014$t
DB00188,DB00590,1,DB00576$t
DB00270,DB00590,1,DB00900$t
DB00224,DB00590,1,DB01331$t
DB00268,DB00590,1,DB06282$t
DB00283,DB00590,1,DB00975$t
DB09119,DB00590,1,DB00758$h
DB05812,DB00590,1,DB01062$t
DB00363,DB00590,1,DB00919$t
DB00477,DB00590,1,DB01247$t
DB08893,DB00590,1,DB01567$h
DB01075,DB00590,1,DB00918$h
DB00503,DB00590,1,DB06769$h
DB00381,DB00590,1,DB00280$t
DB00745,DB00590,1,DB11619$t
DB01041,DB00590,1,DB08874$h
DB00486,DB00590,1,DB01188$h
DB00206,DB00590,1,DB08906$t
DB00708,DB00590,1,DB00976$h
DB00753,DB00590,1,DB04854$t
DB00296,DB00590,1,DB00953$h
DB01159,DB00590,1,DB08918$h
DB09118,DB00590,1,DB00474$t
DB00214,DB00590,1,DB00549$t
DB01200,DB00590,1,DB00636$h
DB01169,DB00590,1,DB00931$t
DB00232,DB00590,1,DB00986$h
DB00310,DB00590,1,DB00727$h
DB00524,DB00590,1,DB00351$t
DB00393,DB00590,1,DB06654$t
DB00217,DB00590,1,DB01138$t
DB13783,DB00590,1,DB01162$t
DB09292,DB00590,1,DB04865$h
DB01282,DB00590,1,DB08873$t
DB00275,DB00590,1,DB08824$h
DB09112,DB00590,1,DB09083$h
DB00755,DB00590,1,DB01563$t
DB00350,DB00590,1,DB00782$t
DB00584,DB00590,1,DB09102$h
DB01229,DB00590,1,DB03585$t
DB00177,DB00590,1,DB00370$t
DB00922,DB00590,1,DB00550$h
DB05271,DB00590,1,DB00842$h
DB00519,DB00590,1,DB00541$t
DB00413,DB00590,1,DB00751$t
DB00435,DB00590,1,DB08801$h
DB00178,DB00590,1,DB00771$h
DB00422,DB00590,1,DB00136$t
DB09220,DB00590,1,DB06781$t
DB01119,DB00590,1,DB00273$t
DB09282,DB00590,1,DB06694$h
DB00805,DB01054,1,DB00555$t
DB00182,DB01054,1,DB00324$h
DB01037,DB01054,1,DB00224$t
DB01367,DB01054,1,DB00150$h
DB00752,DB01054,1,DB00493$t
DB01626,DB01054,1,DB00347$h
DB01045,DB01054,1,DB01553$t
DB00794,DB01054,1,DB09321$h
DB00312,DB01054,1,DB05521$t
DB00849,DB01054,1,DB09071$h
DB01351,DB01054,1,DB01233$t
DB00559,DB01054,1,DB01191$h
DB00474,DB01054,1,DB00713$t
DB09280,DB01054,1,DB00315$t
DB00400,DB01054,1,DB00982$h
DB00599,DB01054,1,DB00353$h
DB01601,DB01054,1,DB00196$t
DB00705,DB01054,1,DB01061$h
DB00590,DB01054,1,DB08873$h
DB01162,DB01054,1,DB01089$t
DB00346,DB01054,1,DB06213$h
DB01118,DB01054,1,DB01083$t
DB00254,DB01054,1,DB06605$h
DB00374,DB01054,1,DB00935$h
DB00806,DB01054,1,DB00324$t
DB00936,DB01054,1,DB04894$h
DB00343,DB01054,1,DB00591$t
DB00735,DB01054,1,DB00601$t
DB01242,DB01054,1,DB01107$h
DB00458,DB01054,1,DB01207$t
DB00501,DB01054,1,DB00890$h
DB00619,DB01054,1,DB09166$t
DB00960,DB01054,1,DB08918$t
DB01110,DB01054,1,DB00429$h
DB00612,DB01054,1,DB01151$h
DB00521,DB01054,1,DB00215$t
DB00834,DB01054,1,DB00813$t
DB01263,DB01054,1,DB01355$t
DB00820,DB01054,1,DB06794$t
DB00484,DB01054,1,DB04743$h
DB06237,DB01054,1,DB00253$h
DB06267,DB01054,1,DB06626$t
DB00196,DB01054,1,DB00243$t
DB00220,DB01054,1,DB00608$t
DB08865,DB01054,1,DB06263$h
DB00648,DB01054,1,DB00670$t
DB00582,DB01054,1,DB00634$h
DB01167,DB01054,1,DB04930$h
DB01026,DB01054,1,DB01511$t
DB00246,DB01054,1,DB09292$t
DB05521,DB01054,1,DB01046$t
DB00289,DB01054,1,DB00891$t
DB00270,DB01054,1,DB11268$h
DB00224,DB01054,1,DB00480$t
DB00976,DB01054,1,DB04839$t
DB09054,DB01054,1,DB06708$h
DB06636,DB01054,1,DB06709$t
DB06697,DB01054,1,DB06770$h
DB08899,DB01054,1,DB08804$t
DB00363,DB01054,1,DB00565$t
DB08933,DB01054,1,DB01155$h
DB00381,DB01054,1,DB01440$t
DB00857,DB01054,1,DB11268$t
DB01188,DB01054,1,DB00591$t
DB01141,DB01054,1,DB00476$h
DB00525,DB01054,1,DB09210$h
DB00520,DB01054,1,DB01082$h
DB09041,DB01054,1,DB08796$h
DB08943,DB01054,1,DB12532$h
DB01099,DB01054,1,DB01128$h
DB01243,DB01054,1,DB00461$h
DB01157,DB01054,1,DB13146$t
DB01422,DB01054,1,DB00496$h
DB00646,DB01054,1,DB09214$t
DB09040,DB01054,1,DB00988$t
DB01007,DB01054,1,DB08827$t
DB00251,DB01054,1,DB01005$h
DB03793,DB01054,1,DB00670$t
DB04794,DB01054,1,DB00176$h
DB00877,DB01054,1,DB01222$h
DB01034,DB01054,1,DB00904$h
DB08958,DB01054,1,DB01591$h
DB01091,DB01054,1,DB00765$t
DB01127,DB01054,1,DB00485$h
DB00239,DB01054,1,DB01085$t
DB00486,DB01054,1,DB09039$t
DB00295,DB01054,1,DB09120$t
DB00753,DB01054,1,DB01220$h
DB01018,DB01054,1,DB01190$t
DB01238,DB01054,1,DB01202$h
DB00297,DB01054,1,DB01580$h
DB01002,DB01054,1,DB04839$t
DB01159,DB01054,1,DB06718$t
DB00696,DB01054,1,DB00578$h
DB00248,DB01054,1,DB01437$t
DB01200,DB01054,1,DB06403$t
DB01253,DB01054,1,DB00577$t
DB00691,DB01054,1,DB09135$t
DB00808,DB01054,1,DB00654$t
DB08912,DB01054,1,DB00443$h
DB01169,DB01054,1,DB01366$h
DB00714,DB01054,1,DB00709$t
DB09063,DB01054,1,DB00822$h
DB00880,DB01054,1,DB03128$t
DB00436,DB01054,1,DB01210$h
DB00524,DB01054,1,DB08865$t
DB00401,DB01054,1,DB11586$h
DB00528,DB01054,1,DB08872$h
DB00217,DB01054,1,DB00920$h
DB01186,DB01054,1,DB00854$t
DB09242,DB01054,1,DB09091$h
DB00629,DB01054,1,DB00379$h
DB00968,DB01054,1,DB00674$h
DB00966,DB01054,1,DB06267$t
DB00796,DB01054,1,DB00191$t
DB00722,DB01054,1,DB08806$h
DB00350,DB01054,1,DB00146$t
DB00876,DB01054,1,DB01015$h
DB00177,DB01054,1,DB00169$t
DB00925,DB01054,1,DB09289$t
DB01275,DB01054,1,DB01122$h
DB00922,DB01054,1,DB00442$h
DB09279,DB01054,1,DB01544$h
DB00797,DB01054,1,DB09027$h
DB00519,DB01054,1,DB01299$t
DB00790,DB01054,1,DB00492$t
DB00178,DB01054,1,DB00609$h
DB00542,DB01054,1,DB00763$h
DB00881,DB01054,1,DB01656$t
DB08881,DB01054,1,DB09073$t
DB09073,DB01054,1,DB00747$h
DB00422,DB01054,1,DB01039$h
DB06290,DB01054,1,DB04876$t
DB00212,DB01054,1,DB00718$t
DB00247,DB01054,1,DB01338$t
DB08820,DB01054,1,DB05990$t
DB02703,DB01054,1,DB08887$h
DB00869,DB01054,1,DB00410$h
DB09048,DB01054,1,DB00749$h
DB00606,DB01054,1,DB00602$t
DB06717,DB01054,1,DB00662$h
DB09220,DB01054,1,DB06817$t
DB00226,DB01054,1,DB00757$h
DB09282,DB01054,1,DB01019$h
DB00905,DB01054,1,DB00468$t
DB01586,DB01054,1,DB08931$t
DB09330,DB01054,1,DB00472$h
DB01609,DB01054,1,DB00951$t
DB01168,DB00678,1,DB00435$h
DB00805,DB00678,1,DB09570$h
DB01247,DB00678,1,DB08875$h
DB09244,DB00678,1,DB00415$t
DB00780,DB00678,1,DB08911$h
DB01367,DB00678,1,DB05676$h
DB00657,DB00678,1,DB01545$h
DB09245,DB00678,1,DB08801$h
DB00615,DB00678,1,DB09034$h
DB01045,DB00678,1,DB01325$h
DB00564,DB00678,1,DB00211$h
DB00794,DB00678,1,DB06766$t
DB01174,DB00678,1,DB04953$h
DB00312,DB00678,1,DB00781$t
DB00238,DB00678,1,DB01261$t
DB00849,DB00678,1,DB01353$h
DB00418,DB00678,1,DB00221$t
DB00474,DB00678,1,DB01071$t
DB00599,DB00678,1,DB09274$t
DB01601,DB00678,1,DB00371$h
DB00705,DB00678,1,DB01587$t
DB00590,DB00678,1,DB01621$h
DB00457,DB00678,1,DB01138$h
DB00346,DB00678,1,DB00680$h
DB01118,DB00678,1,DB11699$t
DB09167,DB00678,1,DB01090$t
DB01236,DB00678,1,DB00704$t
