0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
DB00426,"[-2.5592922704233487, 2.8249848114999696, 2.525534201793858]","[-2.882767996463852, 1.9972843778072764, 1.3347783567200553]","[-3.967976773704711, 1.357561522106485, 1.2982614472180218]","[-1.9804294528154476, 1.9424071623983323, 0.27045966884258615]","[-2.2138123754744146, 1.1490713156446621, -0.8881648164046901]","[-2.0000481254283846, -0.3284913143171128, -0.5815504719993191]","[-0.5457844178739684, -0.6286296140253451, -0.21396717977358343]","[0.41961353237228993, -0.30577351813935505, -1.348237810756096]","[1.7875352865999394, -0.5264380145577715, -0.9100225735360973]","[2.517262618177864, -1.6633352512944932, -1.035501319158861]","[3.75148581354848, -1.5549244420028385, -0.4643139097837188]","[3.7521928106928866, -0.30302652422598997, 0.02947538775541502]","[4.743171971532738, 0.3614972186661757, 0.7346470537295697]","[4.474578334446204, 1.6391191078872849, 1.140262419099521]","[3.2723750303686043, 2.2431061083778405, 0.8655642387832218]","[3.032102171629476, 3.573117045335336, 1.3081515511219775]","[2.303951714585664, 1.5730787275965068, 0.17015031512801382]","[2.578635616209396, 0.3091926317123526, -0.23248042751447795]","[-2.4765549468411048, -1.181262870264962, -1.750829258872848]","[-2.5264047337223077, -2.555255125827573, -1.3826589473187947]","[-3.526746456704885, -3.0729967841030237, -0.5571344169873863]","[-3.501011028828277, -4.513025840359321, -0.19203072357186868]","[-4.452076321882514, -2.3372607299143935, -0.12039278451463624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00990,"[2.1449246521696432, -0.5260903084986234, -0.19718987584708914]","[3.139608544029614, -1.6382371418992712, 0.09390503166689956]","[4.490088363807372, -0.9678678843540046, -0.16873015274602235]","[4.196010142466665, 0.491764471413758, -0.026346847487391228]","[5.050047095757723, 1.3597913760032134, -0.1148927840263325]","[2.7718546286290033, 0.7588251691468415, 0.29113047817276555]","[2.632509410228123, 0.953718928750885, 1.8023317052231957]","[2.111058061012042, 1.899861945273453, -0.4747320768471602]","[0.5989602721229814, 1.9074765063521548, -0.1803219387833243]","[-0.07946537945408547, 0.539343060209225, -0.46085553996405376]","[0.6765228122614969, -0.6513905516041755, 0.18799948114300205]","[0.1115159757563842, -1.9739912717832186, -0.3243175441784892]","[-1.3715633937824054, -2.05280686381313, -0.14169100418128527]","[-1.9253774210578076, -3.257996846763151, -0.05346964805494269]","[-2.189501095146266, -0.8358126875882955, -0.37166907149160583]","[-3.4696391875419876, -0.941764509910649, -0.7652798116514827]","[-4.250947976201266, 0.25548333634938036, -1.090817278313176]","[-5.480426457018124, 0.16597431450707023, -1.3412534230418354]","[-3.5610727096694514, 1.542482704368742, -1.2064832831305585]","[-2.300819400109485, 1.65679223393292, -0.783243832657631]","[-1.5755668924928392, 0.5324166326801559, -0.0686477193464185]","[-1.7187200457674798, 0.7820273872262894, 1.430576073724724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01179,"[-1.1187022441902517, -2.295470087685744, 0.7162737832270006]","[-0.8730842925889843, -3.7884598560064315, 0.9191102993898546]","[0.13247928496102787, -4.085731358687537, -0.04495394394295191]","[0.19300172958900919, -3.0846021121933838, -0.9989345749506695]","[0.9671139514338832, -3.1127834969348864, -1.9909738648050168]","[-0.8308498054645237, -2.052857050960189, -0.7455385828836042]","[-0.5108003528320231, -0.5706972817947383, -0.9535645635342896]","[0.8324371776991086, -0.15417624149364945, -0.4132174425609768]","[1.8641034363388664, 0.12399613757575116, -1.3075131051865552]","[3.136576954450268, 0.5034163831205671, -0.8513043175875026]","[4.155662014926687, 0.7778931314914866, -1.7707836613780727]","[3.9740004457962677, 0.6916532887460866, -3.1781297907437143]","[3.374054116596259, 0.6030698017643179, 0.5439562602356718]","[4.613612812230818, 0.9754222677842139, 1.091257567800226]","[5.774009586101344, 1.2988470994402206, 0.3388038655755455]","[2.331954545794767, 0.31902414828517356, 1.443371580634543]","[2.5731175885146964, 0.4171775418144182, 2.8185282039492923]","[1.5777485294214466, 0.14588934695519054, 3.7962708742007796]","[1.0717359896053018, -0.05757043236013281, 0.9602363966983548]","[-1.6418442232903094, 0.26535829941975264, -0.3788383265176959]","[-1.780191073574139, 1.5959434632563918, -0.817850424724527]","[-2.8135560225038105, 2.3555047096551225, -0.28191841596897893]","[-3.679035518455396, 1.8551429667297399, 0.633661766518332]","[-4.597264231983295, 2.8270535294839556, 0.9777009461533711]","[-4.28838306510528, 4.013721049147065, 0.23356853610215814]","[-3.143222717955005, 3.6675083095273053, -0.5576508165644216]","[-3.5905068459579894, 0.5488667302348853, 1.1017042792276919]","[-2.5500991535683104, -0.2648849415656274, 0.609477543878018]","[-2.4794178020465707, -1.7171100205367635, 1.0651697767552688]","[-2.6746508139441163, -1.8011453242123225, 2.4456033068665697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00185,"[3.533111465578679, 1.195143489397358, -0.8755321578562348]","[2.337551256190176, 0.9562231124348225, 0.02224979691316394]","[1.2286664312746947, 0.5923238939778596, -0.7551358697836551]","[0.27204560472781325, 0.03654744127573003, 0.1167966684437497]","[0.9770087662492278, -0.8411871798187899, 1.1425526186439214]","[2.714144687048921, -0.36392274615277903, 1.1965252883465085]","[-0.513026831436943, 1.1669956457047561, 0.8378863559885024]","[-1.9504018473286653, 1.1406701706691427, 0.5050318806191784]","[-2.1103678370585794, 1.2709862567158177, -0.9562274152574245]","[-1.4223646689056686, 0.11112595823719404, -1.7099689475751887]","[-0.7271341488019453, -0.8117123777423304, -0.7008522160925246]","[-1.8231036729042431, -1.3385111576956856, 0.2375174672264398]","[-2.516129204633491, -0.15037005235085613, 0.9391565303835102]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06777,"[2.4333801643975366, 0.11652022291267666, 0.5548697716288833]","[2.671581783819678, -1.3473375365115827, 0.15111961126289647]","[1.3015440191081535, -1.95016653190237, -0.1550718409940612]","[0.37591506712653044, -0.7532957170963365, -0.15299104737696045]","[-1.131285774899128, -0.9901402965304825, -0.0018657724007425974]","[-1.6991078313970573, -1.9458461854229676, -1.0814476717694246]","[-0.9566188378615946, -1.8882903546962997, -2.26402104722412]","[-3.1671560633853657, -1.6792868756411259, -1.425308610170254]","[-3.961144785653289, -1.149472063800475, -0.23118135912011106]","[-5.44666646763126, -1.027276419930322, -0.5907239395624391]","[-5.736747369517479, 0.1307765646786509, -1.5590689094432009]","[-5.8013459123394515, -0.34921720085861935, -2.8664265299842024]","[-4.711669763413741, 1.2656822667743168, -1.4823578150140957]","[-4.1689142756934, 1.4114070303091673, -0.06546107748258204]","[-3.3766992344021682, 0.16616369334846154, 0.37148190083809157]","[-3.514611627172322, 0.04524256653741281, 1.8841593316674068]","[-1.8855623515847477, 0.36289029294484143, -0.014840999277474157]","[-1.2087892460597311, 1.4820602428428864, 0.8183340001181401]","[0.31220999325310056, 1.5582777792391767, 0.6201672979899797]","[0.9397588429344715, 0.19313886006321665, 0.8774970085492315]","[0.6508374053639776, -0.284334077633548, 2.3118002010798673]","[3.3844220477551774, 0.5743351970300334, 1.6778624956845012]","[3.143932779014915, 2.0264212719978243, 2.065330635709538]","[4.8574022130254875, 0.3602606678744731, 1.3221689194906197]","[5.2747064258958, 1.1413049435414773, 0.0825763859063631]","[6.705082689228735, 0.8734619006443862, -0.22338637437575767]","[7.699318878558186, 1.6189578163121698, 0.39583186059409836]","[7.016227231529294, -0.050356596300946084, -1.019046426323977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB11915,"[-6.303906900922546, -2.248959553556296, -0.7952151184376341]","[-5.813158034905435, -1.2639722755543117, 0.1040248926045273]","[-4.52699191407641, -0.7219267902015819, 0.005672560936488635]","[-4.120025627258195, 0.24828821691569739, 0.9344168961283066]","[-5.008852398715186, 0.6479769622161283, 1.938357988719139]","[-4.675538649755771, 1.6222743115820912, 2.9178194520410736]","[-2.8317808388970533, 0.7992152641030041, 0.8432311219987193]","[-1.9541009360650017, 0.39440788188340153, -0.1662880849123582]","[-0.559211074078003, 0.9523296304826449, -0.21031007237642194]","[0.31124123270736936, 0.260485700512038, 0.8509821666570083]","[1.8155415073614882, 0.4795913801395648, 0.6465378445502914]","[2.427931495683887, -0.7319721036821204, 0.2204373071634314]","[2.6518461805145352, -1.8068234105080563, 1.0854050085464124]","[2.3639811792318497, -1.7188273958048412, 2.309367762471842]","[3.260711742744028, -3.0725384664968187, 0.5642416410956211]","[2.563591374399302, -3.5120196054645416, -0.6334868376189302]","[4.766937193809855, -2.964331659964919, 0.30011805477420095]","[5.537415738080254, -2.7423326675357376, 1.588641282446843]","[5.1154939304193245, -1.8837878276347713, -0.7122443996349376]","[2.118920706585449, 1.5836608483125296, -0.36380001102650844]","[1.8059372079428393, 2.9575843821848338, 0.22295320271396138]","[2.5776275526323675, 4.0542964605876195, -0.4928173760271612]","[2.7639969842141197, 5.225924030054726, 0.447466033772451]","[1.8142033195510954, 4.52161565054833, -1.7169547718034979]","[1.3845171515129289, 1.3434077158369637, -1.6949594958404652]","[0.00460836480247799, 0.8425512605263719, -1.5720908967718503]","[-0.022645541932447787, -0.5520835920340675, -2.014035459418728]","[-1.4686361859748103, -0.995734253517415, -2.2325594437671406]","[-2.357586857215071, -0.5887307665795198, -1.090715987385378]","[-3.642067902392474, -1.1295693273514797, -1.0059518751542278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB12483,"[-0.23121042189949725, 2.2202149037151324, -0.9337222601109426]","[0.9611238671327602, 1.530282267507357, -0.5928632629578225]","[1.041486482273003, 0.43300385873516084, 0.28112279889293135]","[2.3293290757189493, 0.017692264556309283, 0.6665250389614666]","[3.442299574305256, 0.7039522323194352, 0.162010040977796]","[4.786737160450987, 0.3323640707801601, 0.4457878457518065]","[5.185639624458933, -0.868060979573996, -0.3951923600680209]","[6.63356855486959, -1.2687708337495442, -0.10082858966384681]","[7.611987536091898, -0.6538244449959293, -1.0052063842579897]","[7.31210307238878, -1.0242078709794602, -2.395613478785756]","[8.151209282708628, -0.19915194932075458, -3.384081159530317]","[9.131388113221913, 0.5508575677901765, -2.709450191107509]","[8.439458229676529, 1.4946911128716298, -1.9292039956737077]","[7.623637289757086, 0.8042009139926263, -0.824949102542822]","[2.4897056080731375, -1.0605235504822441, 1.5498797776733668]","[1.3827731214861008, -1.7378964486489297, 2.0515291451880033]","[0.10120594775737166, -1.344296767536051, 1.670284321884631]","[-0.09264120459243959, -0.26317752228795277, 0.7784330270661716]","[-1.438332711864298, 0.0950940669730001, 0.37415541824426013]","[-2.5061430021918802, -0.5208962949501176, 0.8105927124792065]","[-3.818621259524894, -0.13246590592659585, 0.3840105743706284]","[-4.1316581402889465, 0.867635427108406, -0.5950585920556822]","[-3.2119975993474643, 1.4642547390794944, -1.217255582212448]","[-5.538911780366306, 1.191868369636241, -0.8835714260915472]","[-6.5792983080481395, 0.5425756671846151, -0.21299557437963648]","[-7.8714806439571765, 0.8551226441932582, -0.49224528206139345]","[-8.174798189586285, 1.7981545533775032, -1.4220320252509946]","[-9.534180528197119, 2.1106958107566207, -1.6996505691579973]","[-7.180761904510034, 2.442935990819566, -2.086836286377312]","[-5.876367877244823, 2.1584374340476744, -1.8357564243280284]","[-2.3553729162424606, -1.5969514052532572, 1.7387272368953204]","[-3.356337714495938, -2.451791369213409, 2.3354940521419287]","[-2.5130427511707354, -3.4255746978225465, 3.1797500018907354]","[-1.1183108165457516, -3.037912172603408, 2.9569937389146594]","[-1.0941847702735334, -2.0285316820841235, 2.1605577331132904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00748,"[5.694677739289355, 0.604143376180965, -0.5301237601558527]","[4.515787187137931, 0.16382593554569652, -1.2534744424044235]","[4.891713415254648, -1.0510596549627662, -1.9558513874144794]","[3.530352354016793, -0.21029554920486304, -0.25398544651340255]","[2.1347700763337696, 0.06185899369950189, -0.7812647836324206]","[1.194585010508134, -0.3098666720257084, 0.1807101330628112]","[-0.04599422831718343, -0.05323839029984941, -0.411864595306374]","[-0.8092982142204154, 0.9695884133313745, 0.37275473308519885]","[-0.9636515785894126, 0.8500360604627797, 1.7622095758244871]","[-1.6943390252789632, 1.8070050378949871, 2.472144407498517]","[-2.2755140813165347, 2.884292600909887, 1.7971040212122382]","[-3.19005443593047, 4.082738557931894, 2.685929850619141]","[-2.12821739733322, 3.0038027180533247, 0.41207152438752487]","[-1.3978502737139042, 2.0468475007118396, -0.29873517574246145]","[-0.8311637215472395, -1.3185903696300982, -0.5606508359939508]","[-1.45598163081521, -1.6024351999393547, -1.7781479130550104]","[-2.201677970445915, -2.7754828302885413, -1.9059319898173162]","[-2.3193718855665124, -3.646526923878996, -0.8215532314229615]","[-1.6859801900816302, -3.3269184401295853, 0.38136543834035863]","[-0.9627911493710758, -2.1797251643819346, 0.4872938774310521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00204,"[0.19763825275953278, 0.0029394629008207968, 2.0874248598729737]","[0.04433970981430103, 0.6071918082955986, 0.7720077897576636]","[0.8299233763048898, -0.17180024704700333, -0.17832942250471748]","[1.3376600545208954, 0.7220696172022033, -1.3010115411703742]","[2.2441981172244496, 1.696890307117961, -0.7935389714288346]","[3.5621815633089224, 1.4030641469467273, -0.42707576688357396]","[4.357669292994742, 2.419847484021387, 0.11041879811688671]","[5.678810492820861, 2.159286052546652, 0.4860203120016118]","[6.21843162380194, 0.8792567955925815, 0.32727141026598894]","[7.572534600754831, 0.6408491740987762, 0.7208943234589267]","[8.358560272948633, -0.8973644344409164, 0.5803181793501978]","[7.555174212846277, -2.0861423517274513, 1.6299720448600512]","[8.31627232261671, -1.3605358591350598, -0.8485241611650124]","[9.791377206830758, -0.7569648025731625, 1.0089364518484212]","[5.424194341523643, -0.1419955083740567, -0.21313311395872764]","[4.103787991051117, 0.11776157222112724, -0.5888299821347]","[-1.3723737891791228, 0.5961143018948554, 0.3871971938204767]","[-1.9738389788628257, -0.8107895010671381, 0.308355950348617]","[-3.401994019926329, -0.7334583344602613, -0.10312780492803363]","[-4.404029235854541, -0.6084625286925887, 0.8646652920984537]","[-5.743587209386824, -0.5178981225306962, 0.4762158242448549]","[-6.089152750493469, -0.5479215920345697, -0.883130553742182]","[-7.451855120097448, -0.4569627194405514, -1.3075514314805687]","[-8.790616572994292, -0.3027416570713563, -0.21777842928571597]","[-8.677816709972795, 1.2355007876289563, 0.6662248774898586]","[-10.069191758723255, -0.3203571381897623, -1.0060207813600248]","[-8.793563619658919, -1.4530835140121998, 0.7489756466497497]","[-5.082506732263956, -0.6668805488007346, -1.8470996860159137]","[-3.7422269347047457, -0.7575502616594835, -1.459747308120015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01117,"[-1.3087125830988091, 2.807925249663753, -1.4412344126768526]","[-1.9517684013868497, 1.6979344423360705, -0.898265684737505]","[-1.2314191135035875, 0.7032495933226206, -0.3428986419375711]","[0.2729379756326046, 0.8343299612286151, -0.33122466994503136]","[0.9051809529256476, 1.039907448364941, 1.0484613761326804]","[1.2522797521709679, -0.2810116997356447, 1.7344539286186822]","[2.0649213433186713, -1.2092661659558854, 0.8263363965619688]","[1.3717998529071205, -1.4520934557755005, -0.5180360831122804]","[1.0262992818764503, -0.14683774459539634, -1.2341560120843866]","[3.507542525068529, -0.8130772637309671, 0.6969032350901866]","[4.490682018611295, -1.6744190043266114, 1.1968890786081208]","[5.843323412598192, -1.336567753717601, 1.0930127600216635]","[6.21907898643058, -0.1340741559634545, 0.48776542198743117]","[7.912428561602267, 0.2883453587893703, 0.35800032112433033]","[5.242888288779415, 0.7310868283043854, -0.013835716743152243]","[3.890725993075661, 0.39327343794014485, 0.09004743311837861]","[-1.9256098265570538, -0.4818716177382089, 0.2364153212878489]","[-1.2667610783961116, -1.419588829788152, 0.7588987809472647]","[-3.4005143062803476, -0.5632628286716159, 0.2004662929001526]","[-4.071578562259119, -1.6699832793698117, 0.7402419678014572]","[-5.466790340987151, -1.7363907625649635, 0.7007266740377369]","[-6.2000323101735875, -0.6977527801635062, 0.12182301295077877]","[-5.538858307665986, 0.40840749307988455, -0.41818610563181663]","[-4.139315726321754, 0.4813407599708819, -0.38183260837740024]","[-3.427254591166836, 1.6416011602228602, -0.9472708139183555]","[-4.071473797199996, 2.588795608873919, -1.4738997627843575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01299,"[5.481308545622489, 0.7327182283449404, -1.2265615405649415]","[4.564860822458063, 0.5377276267361598, -0.1598395318528521]","[3.2635847264086255, 0.07663167119755468, -0.37382605228518256]","[2.829904284556115, -0.2035546832505506, -1.6325665515903909]","[1.5706676725215716, -0.6515682473845196, -1.8567496569963244]","[0.7188143067109247, -0.8277648744200009, -0.8172247985517427]","[1.094765850973518, -0.564211800863883, 0.463574298716787]","[0.15703822169490356, -0.7636247788850659, 1.5250231394569744]","[-1.4656117038688754, -1.3077952730756122, 1.259670766182389]","[-2.1882699352966424, -1.377790816245039, 2.5748393300493]","[-1.4311327080106313, -2.6791424822977903, 0.6447892528585216]","[-2.302618921044212, -0.18539131296185396, 0.2026700395239563]","[-3.07598180127129, -0.6610697260813203, -0.8624246587560295]","[-3.7351756006675334, 0.23802171229644276, -1.7060574750608795]","[-3.6220646376875947, 1.6141665900782505, -1.4862151261634007]","[-4.292294524109236, 2.5287330690446934, -2.3445942689045145]","[-2.8504521398383673, 2.091271372833134, -0.4223417142496271]","[-2.1913996028758773, 1.1922143660505575, 0.42132521741665424]","[2.4049678031968216, -0.09560051247533956, 0.7198541795544582]","[2.9012026775837754, 0.2091719978325583, 1.9990428510545404]","[2.1678866629447815, 0.09685787352667999, 3.2100693712706225]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06201,"[4.59345219559036, 1.601035056872496, 0.7220969760864046]","[3.6399246991032426, 0.6564333676241877, 1.1961627774799881]","[3.7593306148878196, 0.1806996229042843, 2.3558924896167097]","[2.5259292922796295, 0.2411694546761126, 0.33778001482786496]","[1.5310904850272071, -0.6600883057997711, 0.6683280913590636]","[0.750993692106354, -0.7144244348410845, -0.42530171512537984]","[-0.46607687250672203, -1.49677760466576, -0.5661016565693576]","[-1.6546172403329977, -0.6777644464747314, -0.17286406324893017]","[-2.0902681179106195, -0.6617630129578622, 1.1619801377693235]","[-1.4578968689095544, -1.4048055985190808, 2.1043065835353665]","[-3.186098761299928, 0.12408414661947037, 1.5306674981917587]","[-3.8475706104041487, 0.8987571020273626, 0.5745878803302951]","[-3.41345309282421, 0.8906522639025678, -0.7532807354444376]","[-2.318341595058176, 0.10729862734933314, -1.1293689209510764]","[-1.9084080835753494, 0.11453180220731772, -2.4223789576763135]","[1.2238105020271135, 0.10092283824526224, -1.3523004044299318]","[2.3181997617999848, 0.7000391208298181, -0.912549610488177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB02701,"[2.4194488480039054, 0.8872179349804381, 0.9985959850912449]","[1.7625841455978823, 0.03815368227942143, 0.06174768784816282]","[2.4543734098138565, -0.6759424203051473, -0.712068045512624]","[0.2915674090415912, -0.005057319126532421, -0.0022343094167101268]","[-0.3600192428596893, -0.8374271325745607, -0.9207476961984025]","[-1.7544243989284545, -0.8695547730488439, -0.9717189664892674]","[-2.486586410353031, -0.06374872849425607, -0.09797003825914442]","[-1.8424822963903513, 0.7404959247185281, 0.7896709552951097]","[-0.4844614639257414, 0.7858628315709535, 0.8547244276416469]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01096,"[6.282778446786108, -1.4753049692762221, 0.1298549788870626]","[5.052298238831356, -1.0641938632037875, -0.6512331408191222]","[5.480288019810991, -0.3750446618875764, -1.9318243700061144]","[4.252318035104997, -0.15320284676428572, 0.15104607875341342]","[2.864098171341876, -0.5752849881745336, 0.03635087590599811]","[2.1356078535752583, 0.2712920632976494, -1.0011980797383817]","[1.9502129347160446, 1.7141001792708874, -0.5151209863908097]","[0.9624345209676806, 1.7828329499325424, 0.6534882768621476]","[-0.3236485566590563, 1.0817075093697717, 0.3291358823772286]","[-1.489066524078416, 1.4277815178159696, 1.0127431640342708]","[-2.6942443628743327, 0.7645054569938742, 0.7545880283845683]","[-3.8831924320910223, 1.1662896572643575, 1.5626907329485669]","[-3.938706659138088, 0.40484926291131396, 2.7301588638155496]","[-2.732054638322186, -0.28582758129211283, -0.19990839461621898]","[-1.545833314947429, -0.6362179736653403, -0.863608265199747]","[-0.3489539714973487, 0.030259253849391668, -0.5995800683102901]","[0.8401265416663452, -0.3290709734511695, -1.3110538153044773]","[-3.936485342477073, -1.0114535747236189, -0.517191057032866]","[-3.8695052286045, -2.1302835157652007, -1.3160446481919306]","[-5.058471732111045, -0.6077329025018926, -0.14900847764575176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06729,"[5.330479764831115, -2.6345713406560565, 0.3663060241304927]","[4.384353468063585, -1.5785433724535414, 0.256251921202275]","[3.2606312868445455, -1.5573613840315397, 1.0879062508219868]","[2.3304685197259647, -0.5193461997941022, 0.9795647254573094]","[2.5220637051747294, 0.4990641679993344, 0.039267407401828346]","[3.6480256455546156, 0.47664354074677234, -0.7916699985464367]","[4.578322154833099, -0.561348929891085, -0.6832203270669666]","[1.347443205525103, 1.7948627279235583, -0.0964072933647591]","[1.5404217695822933, 2.543305745748243, -1.3857634950350666]","[1.5263528116745828, 2.7445380897454723, 1.0537602925704426]","[-0.2547937718056534, 1.1396214870002566, -0.05475164927629358]","[-0.7314485086613866, 0.19475368743057003, -1.0176227847515096]","[-0.005742447276698685, -0.2912321155432195, -2.088291766963238]","[-0.89039216357384, -1.1632666317090556, -2.707194014160646]","[-2.0588084506065067, -1.179680217585106, -2.0325376881569994]","[-1.9623985727429112, -0.3537304014341196, -1.004726257516452]","[-3.0341027526471303, -0.13085458393244692, -0.06767114565976316]","[-4.254653904313919, -0.8054045584624022, -0.23030498081207998]","[-5.305384849143917, -0.602435150407386, 0.6689841106092466]","[-5.146438929783089, 0.278100184615474, 1.7416084395529856]","[-3.937143530974594, 0.9553175330579433, 1.9147557587815773]","[-2.887254450277231, 0.7515677216364625, 1.0149224533745824]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00989,"[-4.212414740407124, -0.11012063263647255, 1.6874030677933571]","[-3.9931643106588313, -1.48933482095921, 1.0928949014584763]","[-3.803140565181405, -1.3934377885365536, -0.34718150423260785]","[-4.838209963145442, -1.931187860614817, -1.2152942557411934]","[-2.580192812407452, -0.8845591209829856, -0.8983127059849013]","[-2.4369553910145627, -0.8254431189881414, -2.1504295043018735]","[-1.558021645640402, -0.46074882408627105, -0.03280806550912298]","[-0.31310552098571937, 0.06748436526115313, -0.4082673304415]","[0.06227150895543161, 0.24359323318973392, -1.7499566369117128]","[1.313746966433437, 0.7739595322360152, -2.072045955698418]","[2.201221138204989, 1.1331715567399971, -1.0556222242437492]","[1.8398668005249021, 0.963941869901579, 0.28949096886027653]","[0.583916866517679, 0.431261960658168, 0.602091788413651]","[2.7787262149804857, 1.3358338432235874, 1.4144686978339795]","[3.3874665594268714, 2.719873021141541, 1.236294646444734]","[3.8114641570082632, 0.3330207915484707, 1.7266697852166748]","[4.583178993802603, -0.03602650391050266, 0.5456240695821748]","[3.1733457435802417, -0.8712815031984802, 2.2355308696160807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00259,"[-3.8349113574479907, -0.398922758854158, 0.01811576070905022]","[-2.421249339811757, -0.24630416359864707, -0.009492505116561913]","[-1.6423076915778247, -1.0917885907682916, -0.8052572299951732]","[-0.2524889277967256, -0.9416677331728054, -0.8325013235881349]","[0.3610263440905783, 0.055780921314724806, -0.0658487252682368]","[-0.4205599463375762, 0.8983199562549308, 0.7331141066200063]","[-1.8103768936583422, 0.7481846308327985, 0.7603520719917795]","[2.1057305329213087, 0.23608542109811503, -0.09074187719062943]","[2.8064878374202906, -0.7578081171074302, 1.1355400560838622]","[2.4703495001260016, 1.6725787855173528, 0.15854889461364124]","[2.6382999420722255, -0.17445835151649886, -1.4347665114004564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
