0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
DB00753,"[2.1839653316830434, 1.529438405574176, -0.2536836825226013]","[1.8685694596141118, 0.2641901007845491, 0.20411817873738283]","[2.9671670186266024, -0.5622667736516693, 0.06303632322485835]","[0.8024356210213357, -0.2473604369110372, -0.5378427071476604]","[-0.2104408908100808, -0.4761218629870569, 0.3977880392220205]","[-0.5049496842364667, -2.231077541055687, 0.5395102032639593]","[-1.4836620542224377, 0.2583257051184513, -0.01155875534536213]","[-1.2293515257876813, 1.6150893231736745, -0.09120073975926478]","[-2.470486819929016, 0.0438748600433504, 0.933007025773868]","[-1.9232464559593683, -0.19409178008879088, -1.2431738854472454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01001,"[3.790830159892781, -1.3636043183113622, 1.6496772239666735]","[4.001653046958583, -0.8488790285050104, 0.23322636737016517]","[5.437361498830629, -0.38392579652692094, 0.111850990740058]","[3.785308604583616, -1.977033865297337, -0.7648596203327434]","[3.1199877595179517, 0.2878369906827278, -0.0534507320140047]","[1.7118293790385786, -0.09185924246186418, 0.04622097971445293]","[0.8299262027479709, 1.1129259176553548, -0.23585168958488734]","[0.9757512283180574, 2.064120107971146, 0.7764323747702707]","[-0.600982363556166, 0.6987284993327443, -0.35408474729910105]","[-1.3151548057791098, 0.23790804285629577, 0.7616000753871287]","[-2.6499685819442393, -0.15958525328879808, 0.6312353936570854]","[-3.3939224399824868, -0.6223444252316402, 1.8377060985427094]","[-4.007749741830812, 0.46538982679796514, 2.458702697036309]","[-3.279636629873937, -0.08584575586162471, -0.6219067606283026]","[-4.608759209810275, -0.464468197093624, -0.7709815867658185]","[-2.566065585620417, 0.3707225912300702, -1.7342116790484041]","[-1.2304085214978004, 0.7599139060646128, -1.6012353160683233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00396,"[1.2772223207308429, -0.1546826939803252, -0.8611525052087462]","[2.2152337608948254, -0.7994183320949113, -1.86208486446847]","[3.534398006217576, -0.05098843047052552, -1.6567006189846263]","[3.3500600523468114, 0.8043674023753462, -0.39759656638381874]","[4.610041851712351, 0.9438040561771145, 0.41219498811087163]","[5.105080042064229, 2.303258960249793, 0.7644205088342607]","[5.245364413330945, -0.038761728260043926, 0.761972112938805]","[2.139996985437381, 0.21916833192791804, 0.32375611056887493]","[2.513324038526165, -1.0128227293671135, 1.165772929226438]","[1.3660901666769447, 1.2282470970826598, 1.1707005712522556]","[0.03785776752581905, 0.6125910298776437, 1.6479120195012915]","[-0.8046911507875866, 0.0732743346874484, 0.469940701217897]","[0.008428923458205298, -0.8890004944915753, -0.44240529062474687]","[-0.819476525060878, -1.303705944650626, -1.6668913414970223]","[-2.1300898672995072, -1.9671007665308897, -1.2399706968349717]","[-2.859832011939074, -1.0258000505745133, -0.33745129693845166]","[-3.9430090262954987, -0.4049092875499145, -0.8145916843714461]","[-4.516424503535958, 0.7537937787779833, -0.1252340212710385]","[-5.627858249531184, 1.2189954479800493, -0.4866916685579034]","[-3.7241488885399248, 1.4409834960288082, 0.9357553253546258]","[-2.9808930835941774, 0.4033875439074603, 1.769105964767685]","[-2.136120985451282, -0.5688410582151048, 0.9205072981405545]","[-1.8605540368873112, -1.7858399628869779, 1.7983832973104443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01142,"[1.1865671321374738, 0.12047049307816778, 1.2257339972846208]","[2.0243283612235863, -1.105674346283536, 1.4203033809039747]","[2.628605986922555, -1.5874033095000957, 0.09272654498878674]","[3.92748801685399, -0.9851496238206436, -0.23575486105740157]","[4.870408683320873, -1.2010677530066176, 0.852266826513534]","[3.7820901510307814, 0.4485589948230845, -0.43610846008942034]","[-0.00876282212560834, 0.15921435583543503, 0.6139981113666878]","[-0.6518515481419171, 1.47743401194969, 0.47124507800905635]","[-0.8786721013756194, 2.2794279436104548, 1.5999339095915055]","[-1.4907004073465688, 3.528922557276197, 1.465462766108272]","[-1.8743579576257294, 3.9866428999691057, 0.2020769446019052]","[-1.6392851609972778, 3.1982917319835367, -0.9276602320818014]","[-1.025681186146088, 1.9489853507107668, -0.7941884568809302]","[-0.7400366887680748, 1.1319003180941307, -2.0028275705757945]","[-1.5543835001163604, -0.031783356237361095, -2.009439458389081]","[-1.4592291053165467, -1.096988491619366, -1.0999793564938665]","[-2.1607720253985256, -2.261098825583722, -1.4361905225887117]","[-2.1300963877646546, -3.3853725416129588, -0.612822692906824]","[-1.3984258686927433, -3.3581870040342174, 0.5705582767798888]","[-0.7019713068972897, -2.2052926753794257, 0.9296986953580377]","[-0.7052622647735244, -1.0618307302535603, 0.11096707955732485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00404,"[3.9021310914741862, -0.5202703674166799, 1.780101098643068]","[3.1511371210481975, -1.2283569159859675, 0.7047628726025322]","[3.467591011811075, -2.4649761807159267, 0.27329955800394046]","[2.588394013515463, -2.7841930665560546, -0.6668811106511697]","[1.7523076155344277, -1.7362850503378342, -0.7838955098789983]","[0.6240930332920411, -1.659329013879356, -1.745802998417178]","[-0.6154295950346232, -1.4635261903839623, -1.0086628938000968]","[-0.9050400664353424, -0.4354641558974258, -0.2583494524974287]","[-2.2281791488298217, -0.4284129739117681, 0.418784436641338]","[-2.466265740704611, 0.3880592919238628, 1.5369691149401432]","[-3.706598032125802, 0.3705439068901147, 2.1808276581252914]","[-4.72180947097588, -0.4695900871249297, 1.717921226642421]","[-4.495706606058923, -1.2939969153957673, 0.6133299433630468]","[-3.255001051661082, -1.2757278679759003, -0.030181010349735825]","[0.0428822008314758, 0.7121096382617034, -0.07633765837917403]","[1.4380746196488459, 0.5456252574438245, 0.14647008330334682]","[2.234761267116176, 1.675042013972711, 0.3906954436449486]","[1.6804262993620425, 2.954114415181009, 0.40629362006201525]","[0.3186048945441489, 3.122846894878511, 0.1696999408757661]","[-0.3811288891645353, 4.726596514618158, 0.18311282972094398]","[-0.49033754382184347, 2.0116725381032596, -0.0650167548364863]","[2.0650929766349155, -0.7464816856914979, 0.0653747787415702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00717,"[1.4449357837175756, 0.8710738034864106, 0.22861187021808024]","[2.2400258270143008, 2.1525031808646524, 0.36657244580720116]","[3.697051790556402, 1.6796000396533655, 0.39488390443604665]","[3.7010866778973686, 0.1927210913886115, 0.01320225455845333]","[4.732070026186763, -0.06738426960211101, -0.8942555691106957]","[3.9261090467471527, -0.6047328834561783, 1.2334991195343668]","[4.1100677460899115, -1.2567732467023482, 2.2312862319071667]","[2.311016948383168, -0.048047133821655104, -0.6096397678581672]","[2.308724130802152, 0.3821462850833821, -2.0879535326495606]","[1.7466537009219605, -1.471081135079439, -0.5002369985595595]","[0.2779474151020254, -1.5006092169999794, -0.9602184303001726]","[-0.5868346889531793, -0.4779450166113705, -0.19734969829529103]","[-2.0389291030877854, -0.515175433535378, -0.6968613115121379]","[-2.6731026288072455, -1.8639034676261648, -0.33065117610232725]","[-4.135065998281478, -1.9101515235705855, -0.7633408716049557]","[-4.87572913695014, -0.7361443416976005, -0.20234890271107195]","[-6.112818770893615, -0.8191536938133821, 0.0099859814211627]","[-4.174240257761556, 0.5322791875240199, 0.04361683379395391]","[-2.8542626045881523, 0.6399638197351636, -0.13329399169106707]","[-2.2309310458681355, 1.9938097277236722, 0.011282391851146151]","[-0.8231252959233807, 1.883319844516469, 0.5804333160205675]","[0.009350437696185711, 0.943684382540451, -0.2830943078431625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01072,"[10.127282425502923, 3.230324368271653, 2.0508625142123504]","[9.058404058723339, 2.2996501379774945, 2.1390929680808277]","[8.160599555581555, 2.1087732290351595, 1.0886809539191353]","[8.273581384044602, 2.7696517506503575, 0.019199732992249672]","[7.103118993157675, 1.161184404204778, 1.2394951779403631]","[6.145927311572396, 0.8800231941774111, 0.17247289794765713]","[4.750022120958086, 0.8432482157493921, 0.7256925279842004]","[4.52511577919698, 0.33718156493534157, 1.8599718356799542]","[3.6764890591944397, 1.3616716635622492, -0.06188230174450861]","[2.279281667411915, 1.3066112244965093, 0.35595982200010073]","[1.513079432413768, 2.5005942303045887, -0.22975895822433376]","[1.5774298948139398, 2.56438620478458, -1.7246947877207732]","[0.6075521238172908, 1.917528322947293, -2.500178223653639]","[0.674824959809874, 1.9698506756962941, -3.8959577063254454]","[1.7130717793567065, 2.668500025693871, -4.5193265808227325]","[2.683548101568732, 3.3153496530745454, -3.7468189306133226]","[2.615748423212007, 3.26347341042329, -2.3510218729106986]","[1.6343128506342686, -0.029117113660287706, -0.033285537885132666]","[2.410378028414383, -1.0978446708451204, 0.4194792494848721]","[0.24014302839219595, -0.13467113305317424, 0.5702743673036395]","[-0.44515008981656534, -1.3146523557021117, 0.057604665133329236]","[-1.2412166417702264, -0.9504951319208113, -1.1277718035767201]","[-2.4048017067169707, -0.043690810392926716, -0.8314965825924049]","[-3.6692438545403125, -0.589370339647618, -0.585532507501904]","[-4.752457917820221, 0.2490750174345834, -0.3057645219319469]","[-4.58426696495539, 1.644236703956049, -0.27049320848633146]","[-3.3125629818217637, 2.182880443669384, -0.5220588085571255]","[-2.2296077147789757, 1.3442497315523534, -0.8007049284863542]","[-5.724936733439766, 2.540906261253232, 0.020651827228074626]","[-6.99787604666979, 2.018292727971331, 0.2995891504560159]","[-8.058329216979415, 2.8874125710200533, 0.566113706633272]","[-7.846880861074991, 4.266840921950003, 0.5528552913294771]","[-6.569562446763521, 4.756942419709954, 0.27233569193271007]","[-5.547696746339313, 3.8942843989775593, 0.015807191331465645]","[-1.2977979156784412, -1.779323429175038, 1.0726251428402989]","[-1.7986591848210807, -3.115769804318573, 1.0765907410966225]","[-1.4398846644618808, -3.9285629489055998, 0.182347894293178]","[-2.7785602488048466, -3.523136307201558, 2.1417169839384376]","[-4.1713584215660875, -3.3812961816117237, 1.7100700858546176]","[-4.785439311644951, -4.009482014353198, 0.5735644361165869]","[-4.124281866021951, -4.782597181510792, -0.17288205846961857]","[-6.128245392541865, -3.7430811797612247, 0.2987015683662125]","[-6.794820085972967, -4.304450226624398, -0.8198741725641899]","[-2.474283206510219, -4.83890282392748, 2.8956803336320522]","[-1.101790038184789, -4.749219242651606, 3.54356490923796]","[-3.49326878117263, -5.044876854449293, 4.002083724611883]","[-2.5019001691293803, -6.053930960410699, 1.98157375886539]","[6.52487661894263, -0.3923863587034682, -0.6179715210348085]","[6.5176164416649796, -1.62296726088254, 0.2743612825989625]","[5.552659775040525, -0.6143562884330516, -1.7648822369278]","[7.9098153965769455, -0.2389428553400177, -1.2188406690613565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00291,"[5.342914899615455, 2.1343008680801123, 1.285170316882149]","[4.9707666165744335, 2.380101204699299, -0.029683482271956236]","[4.8498259684002205, 3.564658820697648, -0.4367336279083394]","[4.680351425178144, 1.242140157845614, -0.947999105391113]","[3.199916716293878, 0.8995143256350472, -0.9309500090962407]","[2.8457685162771016, 0.1315897800694297, 0.33201668606046547]","[1.3885027494408189, -0.17139705852546405, 0.35554856601247203]","[0.49405482017735625, 0.736737770570112, 0.9290431117384443]","[-0.8757235502798251, 0.46030955211796004, 0.9355081282747824]","[-1.3707993486207506, -0.7246637764858898, 0.3646300439020915]","[-0.4607714710871723, -1.627570905815969, -0.21155723797900805]","[0.9092133245246685, -1.3521786649100256, -0.21858915439861165]","[-2.7865235949880316, -1.011722728911944, 0.37466726009759554]","[-3.7335086477156616, -0.1341091391037839, 1.056729353412423]","[-3.967771257151019, 1.1382341030221197, 0.25656536783940637]","[-4.954333158885634, 0.795286531038341, -1.185298640688797]","[-3.3032507392186643, -2.28511299263368, -0.11468143231801832]","[-3.2988884247528163, -2.307714943501586, -1.6322129942216754]","[-3.9297448437833014, -3.86840290388778, -2.201767973905787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00419,"[3.8411862491920887, 0.026457771016130924, -2.5995690966763796]","[2.9452965774917383, -0.2555719795244353, -1.4124400791182752]","[1.9953489601139403, -1.38749546693131, -1.7537327160394551]","[1.0756920482842873, -1.6804848479577141, -0.5804037288190134]","[0.07940794105513724, -0.6250789805592352, -0.4441530150478586]","[-1.2423698503697025, -1.2507990707806853, -0.3237383461091161]","[-2.3453950994335657, -0.2270124938532648, -0.01254501385600556]","[-3.4031192276092543, -0.4012741730420768, -0.9049041988826665]","[-1.8389623001737196, 1.2164916242443806, -0.07690775878784079]","[-2.841529738046572, 2.0917835850096207, 0.34259484731983786]","[-0.5900954833449537, 1.412477953132672, 0.7912529186300035]","[0.0744732852369342, 2.5733814454960107, 0.3968828075449594]","[0.37636373865590306, 0.22294200778636736, 0.7282081022493018]","[0.3303351502704195, -0.532973375151249, 2.060216155171371]","[1.543367748677901, -1.1828439988836812, 2.2872368082212464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00446,"[0.6620038510487749, -1.486267697130131, -1.8297494512182078]","[1.368100845359987, -2.3055040381541088, -0.9462990257116208]","[1.5884549358326803, -1.6080863951142867, 0.39925504961924957]","[2.105387008454698, -0.2556623769385806, 0.22418225944172349]","[3.4280388979218257, 0.01691299754787113, -0.2464578754940415]","[4.227556272646682, -0.9257080918195277, -0.48935596916634627]","[3.8722368198526995, 1.4247013195215785, -0.45161171836030645]","[3.813375146625382, 2.322393431229939, 1.084859880594946]","[2.839930031206909, 2.2278694351541195, -1.6598664121688584]","[0.35219314749917374, -1.6080972549326, 1.3080753945798544]","[-0.030090499354800848, -2.9151955435399413, 1.6212141359451735]","[-0.8062959436852513, -0.8116310174631871, 0.7765689431853304]","[-1.7962986084205108, -1.4086416586638733, -0.017234200183668818]","[-2.853840576290431, -0.6437985560649969, -0.5163597825679703]","[-2.934091347896035, 0.7274150978014091, -0.2305806017070292]","[-1.9411900815784033, 1.3210465197125505, 0.5612017266494135]","[-0.8836346753646096, 0.5561773589083542, 1.0606575263442377]","[-4.017066606776142, 1.516490020590922, -0.7412458271485013]","[-4.090176466063999, 2.8612335722109044, -0.458453932323321]","[-4.904592151022237, 0.994352877143728, -1.4474596630704515]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01022,"[9.790676175271784, 0.6409143718779555, 0.6563809277338738]","[8.600747859174382, 1.2644972996921797, -0.04137519289088524]","[8.528507512723031, 2.7364573398193133, 0.31797486009669534]","[7.3311653880611845, 0.5526547049114405, 0.3989918729400185]","[6.164902092025566, 0.8752647446931207, -0.5262281730899397]","[6.3192870505978735, 0.19624673804812826, -1.8861206957540904]","[5.859768756551398, -1.2658723481684797, -1.9137951427216877]","[6.7063475625238524, -2.186468232884623, -1.0472163228929763]","[4.356287005953605, -1.4510807393780332, -1.7015182610185133]","[3.9364471183506353, -1.247616445733117, -0.25448181541323384]","[2.4254462678921347, -1.3783015559101683, -0.13964555517455093]","[1.9275901618020546, -1.1443390575753052, 1.2873015116188553]","[2.45532015830531, -2.207176361118327, 2.2334306913427673]","[2.279988027249453, 0.24601269402687412, 1.8070163810847881]","[1.514936197886971, 1.3368941473631202, 1.0669581604323548]","[0.09952234526332081, 1.498107770252695, 1.6122130590611266]","[-0.8316278080530529, 0.45796215940945567, 1.0722175427955978]","[-1.4246575838022166, -0.5283042437090582, 2.0251505580949827]","[-1.1277524941911514, 0.4497002033658257, -0.23548093027269507]","[-2.067332544069667, -0.5260658657382075, -0.8869275915836984]","[-3.5069640318099062, -0.13906706949643546, -0.6723381003062192]","[-4.0514930344702185, 0.921736820581346, -1.3109002772001694]","[-3.2452113194945387, 1.7390906477729922, -2.273287260797507]","[-5.465883251170216, 1.2993614376640144, -1.0793321274839092]","[-5.959991504138143, 2.293110612732906, -1.6791539985554749]","[-6.295257095635999, 0.5138517962715222, -0.14500095832249654]","[-5.7379009059435715, -0.602335719869757, 0.5031764494666743]","[-6.522450230135439, -1.3550788723920746, 1.388408486916873]","[-7.852072300443866, -0.9987097568675176, 1.6284185216455866]","[-8.405613643626596, 0.11080059315982568, 0.9848435131973997]","[-7.630254067255121, 0.8650489253634775, 0.10028697455504573]","[-4.3328774509221315, -0.9693697075550629, 0.23883122575134275]","[-3.8396004144686895, -1.9979270306171066, 0.7771905375891378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00641,"[-1.0923878269201992, -1.6419892018474893, -1.295905081292422]","[-2.051800686664015, -1.6973663272950743, -0.07020127831859196]","[-3.544743426962799, -1.8885393764636238, -0.40619167476777474]","[-3.760375564922839, -2.415733110299175, -1.8227072592565605]","[-5.239868704450707, -2.4381503581097124, -2.142285355244978]","[-3.0452400640995108, -1.5355343694171975, -2.7990456275488254]","[-1.7891305433641078, -1.1645752122010955, -2.5562279268668076]","[-1.0870810946043916, -0.3098105521132132, -3.5259692629210275]","[0.21513298830335173, -0.04653307990563723, -3.394639150798064]","[1.0433720860821503, -0.6668315292679814, -2.3051111079131883]","[1.6281727910678807, -1.9823427470948964, -2.8035217507639203]","[0.20718676869904012, -0.8564961134868342, -1.025957650436492]","[1.027987742921679, -1.4859757441688926, 0.09669882789272835]","[1.5403025141322797, -0.4164462725220099, 1.0510432059698727]","[2.6466396765751723, 0.421104421794243, 0.41827510899788967]","[3.949799048966376, -0.3747749067969474, 0.3052062241152986]","[4.565138778634876, -0.5601028007451047, 1.6868001739215828]","[5.710505634678833, -1.3478906983968468, 1.5874379995509587]","[4.927067786544256, 0.790026125180039, 2.291582159895843]","[3.7878222316839163, 1.7569390748542126, 2.179862971959287]","[3.7438789340388254, 2.750957120801724, 2.949431628003251]","[2.8294049396988856, 1.6245105482661986, 1.1676551759052962]","[-1.8693684011010496, -0.6077717324082283, 0.8383634965932485]","[-2.170085979480765, 0.7302858577148033, 0.5400506378378066]","[-2.7125212207433345, 1.03054322906853, -0.5597556493590412]","[-1.7917422417277062, 1.823200814539917, 1.5035111061246171]","[-0.601012969430642, 2.5766495176053996, 0.9310231600060568]","[-1.3934354085309997, 1.2292527941945206, 2.848990576060267]","[-2.984826650431026, 2.768585166715613, 1.6883489702814967]","[-2.688791138593896, 3.9348094618041483, 2.6232373523727492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00650,"[2.531820247499382, 2.0636323143701985, 0.7691290092961364]","[3.136310441158615, 2.774473969128779, 1.6149246449192638]","[3.123573942943077, 1.7276534528565053, -0.49245769011288504]","[2.2028371184459394, 1.3556809677071575, -1.5675281706620854]","[2.4495850992698656, -0.07936826102100934, -2.0235620849407603]","[2.180397213196685, -1.0153081200642438, -0.9387812893676926]","[0.8671570010523639, -1.3167741489583917, -0.45756940429896015]","[0.7211728119950114, -2.1907045922671027, 0.6235202969553139]","[-0.5511970179834909, -2.500376051248199, 1.112322559658521]","[-1.6934039921493609, -1.938880915796147, 0.5236053204446728]","[-1.5448379218935255, -1.0644187805335397, -0.5618554162159429]","[-0.27284209347389593, -0.7550439169339616, -1.0505719101413296]","[-3.034604932626054, -2.263960799844511, 1.0387460903359762]","[-3.1619089064925614, -3.051226577493925, 2.0164424046507294]","[-4.194068650825021, -1.682785246859127, 0.4334271500832484]","[-5.54912721988778, -1.9815035024269847, 0.8794448641026037]","[-6.516998876216876, -0.9387798539359825, 0.3377488293172616]","[-6.301635623827591, 0.4141699582510902, 1.0020394129742225]","[-6.817086691502634, 0.4058841106231557, 2.4006595683378267]","[-8.175297683849061, 0.5634903108341867, 2.6420294540896947]","[-6.024981806515248, 0.22834906508807193, 3.36211621698862]","[-5.958702372920464, -3.3390206789968513, 0.4127883405486564]","[-5.880384355552079, -3.6745338271988612, -0.933695130441183]","[-6.38866711164771, -4.1809944172171685, 1.242880004176507]","[2.3554306742487676, 2.328744384115363, -2.7405265837877084]","[3.761678633168612, 2.4840941368808847, -3.112084403925693]","[4.806106825326709, 2.4018937687709716, -2.137321682825453]","[4.501778148665331, 2.006422268370151, -0.8273441251504762]","[5.572262780100816, 1.814153921545861, 0.06567256194740384]","[5.380015072223595, 1.357570226833711, 1.222928304894015]","[6.840821706997603, 2.087988478817339, -0.3371374207929638]","[7.10235438369405, 2.5161671708840814, -1.5994367655779194]","[8.441060885971458, 2.7916029213586486, -1.9925444873201996]","[6.091382271407151, 2.6517082643599044, -2.495531881095321]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00215,"[4.576010281488653, -1.5083109627414808, 0.37792242939535076]","[4.283272137918256, -0.578785118944793, -0.6973663014705799]","[5.562616855547668, -0.11616661942886376, -1.2053063439881992]","[3.628473705778874, 0.5680458099933278, -0.08934563574194317]","[2.5561222717694587, 1.1197922610344617, -1.0182151955882386]","[1.390062853993459, 0.1440187434694128, -1.167759958173778]","[0.39707498509175726, 0.19455053459537622, 0.005815714813794583]","[1.0743155538507874, -0.16075600876060764, 1.212957900264798]","[0.4860903800946192, -1.34824027745101, 1.730184229004519]","[-0.5899213895439285, -1.7306604121906441, 0.8084844448074002]","[-0.6484190426267595, -0.836244531168451, -0.20106751980108298]","[-1.5817175012869746, -0.964603839518271, -1.2359915607038767]","[-2.469456138309865, -2.0521944157224787, -1.1977152828724364]","[-2.406347508983564, -2.9803940413862082, -0.14038722271479698]","[-1.453443035800606, -2.823315479916054, 0.879758011748933]","[-3.315789035266906, -4.090313459948145, -0.10627008141853063]","[-4.049056536573354, -4.985228887837405, -0.07874655998119971]","[-0.24577517550024391, 1.563731583770251, 0.1393380219860215]","[-0.7194373149545785, 2.2449175080116666, -0.9958783702973709]","[-1.3453756037549685, 3.487813996159105, -0.8689022496229388]","[-1.5131756414766233, 4.059475607783369, 0.39443682568586186]","[-2.1194531949365594, 5.264376346613096, 0.5173788421263765]","[-1.0613572643198976, 3.3857557211034, 1.531571506169453]","[-0.43531464219899574, 2.142735942481099, 1.4051043563721888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00752,"[3.480353512501892, 0.700238632865816, 0.018197362536912565]","[2.221772604967065, 0.11218786562524055, 0.4371802197096191]","[2.008792453419656, -1.1904038930018486, -0.2992335068862186]","[1.2771225653171008, 0.060989630977268554, -0.7530741107268158]","[-0.14722626382081644, 0.04073648022993362, -0.2867758677485129]","[-1.0038516197367262, -0.9992403161542496, -0.6765679304989827]","[-2.344700634813595, -0.9933925924007505, -0.28081367382148487]","[-2.8400610568626306, 0.05839575004009925, 0.49505473059482535]","[-1.9965943516046438, 1.1077264707058674, 0.8706504599086732]","[-0.6556072093673115, 1.1027619711126189, 0.47538231693198973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00457,"[-5.233281924095156, -3.093848484515291, 1.515196202958957]","[-5.6876925741813364, -1.9005417980842245, 0.8913191284583221]","[-4.815997586997938, -0.9488179284754419, 0.3508239962875852]","[-5.348210601258045, 0.20447405299015797, -0.24887988022978472]","[-6.736594862591472, 0.37281127855272483, -0.2908632144259859]","[-7.356556871778103, 1.508810325297648, -0.8781083984183151]","[-4.4830306962905775, 1.1673480584308025, -0.7949954897656962]","[-3.0964575825979836, 0.9849974599373729, -0.7455210927808303]","[-2.2037282577319477, 1.9226767698738951, -1.2783412704673016]","[-2.6774360277155247, 3.1148963891027384, -1.8994050155872806]","[-0.8664890746569885, 1.6945797823503452, -1.2023814045906822]","[-0.367688779101749, 0.569061230515814, -0.6188505590647979]","[-1.2220724853922391, -0.35225664580637206, -0.09389019880536603]","[-2.566169795654096, -0.17110541140822666, -0.14441291917532806]","[-3.423341269318039, -1.1291701035450257, 0.39907265918013285]","[1.0498491837288046, 0.36017573651654117, -0.5491135570476716]","[1.5914553842971464, -0.885501627715764, -0.0107119417591711]","[2.756478120129362, -0.5779502129155989, 0.9241184355868335]","[3.6837199241508505, 0.34587596428648487, 0.272749107166444]","[3.136250876008394, 1.5953969273202604, -0.2527482646876261]","[1.9712161646857744, 1.2954260715779287, -1.1905737350413261]","[5.110040383142547, 0.1715480555574187, 0.35715667821985264]","[5.870708969469446, 1.1301704215071489, 0.050405619246484394]","[5.719086696266741, -1.1074123662911382, 0.7753714762027234]","[7.071294507875688, -1.319398109490225, 0.9511082191404767]","[7.17982230909679, -2.6455260599825414, 1.3305883936359155]","[5.892998667208002, -3.1534232154769795, 1.3593867828897532]","[5.051827203300619, -2.2064695657408286, 1.0215002428737994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
