0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
DB09042,"[9.905984293076754, 0.9826251580207763, 1.2449891981972698]","[8.731801731365312, 0.19724453696057828, 0.9156213691406101]","[8.742239023794227, -1.1080615010279922, 0.7149741234320569]","[7.5111767539399645, -1.5053855609477103, 0.4363439676859733]","[6.765133131856643, -0.3809445820523466, 0.4793258295443655]","[7.516729757775978, 0.6966144554138313, 0.7791650704601825]","[5.318437101421068, -0.3330747747863411, 0.2319330753432106]","[4.612468243937226, -1.500966515641958, -0.06951074295424961]","[3.238933589116787, -1.42935339925035, -0.30048001666174284]","[2.564803878980845, -0.20192647629778795, -0.23338290587654797]","[3.3187192670621277, 0.9426398713217495, 0.07347734075448714]","[4.65734375980599, 0.854396561525681, 0.2959547694054243]","[1.097227149374478, -0.09633832221726528, -0.47504629086304684]","[0.47754778159465683, 1.1606171371007126, -0.3691247059224118]","[-0.8930993334752632, 1.3097767417592583, -0.5851223659320713]","[-1.6841963331104157, 0.20353861803563544, -0.9136837459836795]","[-1.0777879948033855, -1.0538059038831098, -1.0225231424546648]","[0.29441145540796176, -1.212681020665304, -0.808039595225277]","[0.8180846322426523, -2.4571940699719734, -0.9321380347470047]","[-3.096189036464162, 0.36649563193531826, -1.1329007191263498]","[-3.819797585919962, 1.6287652421596277, -1.0417957196166687]","[-5.293512334685809, 1.2825968174113074, -1.3397028678359724]","[-6.1434975904626254, 1.610895172479739, -0.12583422799703756]","[-7.486104082715048, 1.339743423993463, -0.3991053740438158]","[-8.062901959112045, 0.49895107778561065, 0.956320193322503]","[-9.722430986229151, 0.2314896054416096, 0.7745059353771705]","[-7.799931771197268, 1.4068598935516754, 2.360253208091754]","[-7.35658636384899, -0.8331454337467552, 1.0762479243549001]","[-5.316258812817907, -0.12063438114090352, -1.581195521425314]","[-4.04622356165402, -0.6303451077861888, -1.4574171684848127]","[-3.7725238042546803, -1.8493928954788812, -1.6137053187943393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09049,"[4.254733453341748, -0.09675648876656162, 2.2338270154486874]","[3.870176968541795, 0.8243303851967544, 1.2608428870714763]","[3.0074724560500568, 1.7012237926741107, 1.9219467242067894]","[3.541424818920314, 3.119620142925084, 1.830225383131595]","[4.676330774344598, 3.246120568699683, 2.630400215980596]","[5.584096445330863, 3.9562770179144358, 1.8478741887724701]","[6.822185781649588, 3.109419915815922, 1.6138454492682186]","[7.683170378585709, 3.768442629240047, 0.73471465749715]","[7.650238189001466, 3.0027778803733494, -0.4333499081831037]","[7.289407568877388, 3.880524367327971, -1.6236041870517177]","[6.029067485539474, 4.455004283495764, -1.4363279038219579]","[5.1875997753661185, 3.7672957304970023, -2.311175017241703]","[3.771594396379997, 4.290752285511128, -2.1639932723750213]","[2.908717389217228, 3.51346902102881, -2.9368920228370206]","[1.8831231054716033, 3.145684277969952, -2.061890515083175]","[1.7148650295227952, 1.635205592800759, -2.080063851971943]","[2.8599041841361887, 1.0279013133059813, -1.5580389029798225]","[3.1605884231988246, -0.0026106028381979503, -2.450098150223963]","[3.2368030607559604, -1.3210819235112903, -1.70289528118996]","[1.9533492084354778, -1.7203589731255136, -1.3261386562652433]","[2.066313957565213, -2.083411932954957, 0.016143685749867714]","[1.1032726665763224, -1.2576217367327593, 0.8516147125985066]","[-0.20831705567446565, -1.509230885412072, 0.4447000035586015]","[-0.896683491199688, -0.3126457353062918, 0.678141347607549]","[-1.2450161189568172, 0.33119025114156, -0.6658266114146109]","[-2.384654981803881, -0.4151841628507398, -1.3542106665453932]","[-3.6437161169184793, -0.22927985990456687, -0.5186012621009276]","[-3.9062951915490927, 1.1460731754383657, -0.43736472206599714]","[-4.893012100115913, -0.9321661897954414, -1.1175757668488078]","[-4.7303709748435825, -2.4829215520361383, -1.240408329432834]","[-4.038412564770692, -3.1133883515149603, -0.060001362598127314]","[-3.8754559798035997, -4.502679410048586, 0.07834931358164854]","[-3.066083453225858, -5.016830700031368, 1.1192668264800718]","[-2.3828807944831407, -4.141365197199459, 1.9894956025307462]","[-1.5451982898790382, -4.632927188957644, 2.9813704278716315]","[-2.5517800240747324, -2.769875653346348, 1.8030548919097442]","[-3.3969535774752444, -2.2945809018976493, 0.8546362911971823]","[-3.451273720101474, -0.8154149705676713, 0.8981445147375438]","[-4.6694977087908605, -0.4125260530196232, 1.7511429987849332]","[-5.980033037164699, -0.9174422489463115, 1.1104027331720867]","[-6.0728443304331305, -0.5377941631574581, -0.3114226058136165]","[-7.350202789098801, -0.9284491348832947, -0.930378773587573]","[-7.686937038667711, -2.3884240831747063, -0.7872215543834804]","[-8.29224709506289, -2.8479671341092594, 0.30493571488253]","[-2.1097046684794685, -0.5182509953484762, 1.6421721249313985]","[-1.8768644141192559, -1.7201264019193812, 2.4033554968708404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09050,"[4.412596731491675, -2.7227261683560293, 2.2555397320366852]","[4.968839626160441, -1.5799420052298656, 1.5462780272116587]","[6.147892578986348, -1.5389184090852719, 0.9094055143539936]","[7.057862978463184, -2.6298409807930745, 0.8106839039239211]","[6.3152176947822944, -0.28657461972278014, 0.36617307416028433]","[7.432332237613224, 0.14750670113504194, -0.4169288136412821]","[7.606901771079839, 1.4675751743014618, -0.9432879431982072]","[6.781808179872096, 2.383485760521779, -0.6735634741321714]","[8.736975140599705, 1.7394851512132725, -1.7752291996909775]","[8.980725540130168, 3.0465374071764573, -2.3696595261839555]","[7.982489107495412, 3.32174781301269, -3.4832871875943145]","[8.250046416267692, 2.453125739024707, -4.6175445680272915]","[5.176822418836078, 0.4354459317585005, 0.697385763614803]","[4.389240496466329, -0.3923313751795817, 1.421424658070057]","[3.065815862791776, -0.04283211773557488, 1.9262943984520782]","[2.001980052257023, -0.48516171700216487, 0.9661824098277373]","[1.1137290278147294, -1.4626902594184987, 1.2648952881789355]","[0.12967405239208118, -1.7824712511995584, 0.27801201442600376]","[-0.049426540232650557, -1.308363723485094, -1.070155835346266]","[0.3374952114415485, 0.479212195713246, -1.0771443215678564]","[2.013341701821198, 0.1589664976328193, -0.4048434052249124]","[-1.4401128557832061, -1.7069240442041018, -1.1183834201668588]","[-2.3591959232613697, -0.5752865758730794, -1.0435576287877943]","[-3.778623414492611, -0.728609530097868, -1.1238274021883425]","[-4.267880142628895, -1.8768172011061541, -1.304007221294862]","[-4.668081080974162, 0.45684714493927797, -0.994996980941137]","[-5.930599997020054, 0.32748941577565743, -0.7074696759821528]","[-6.5374368301247445, -0.8929839118838935, -0.4935202229687912]","[-7.922259676193217, -0.9845752127780394, -0.1712734525854711]","[-8.747955622617328, -0.3484117887641458, -1.2797635007536228]","[-8.300134728575703, -2.4491796739248692, -0.07141958592482259]","[-8.210530371681191, -0.31763336240582485, 1.1449871132820284]","[-9.510729313087035, 0.05604057592434212, 1.469080365619991]","[-7.29363866182584, -0.1609689582560726, 1.995177105168622]","[-4.143601602007501, 1.827804084751197, -1.1830371685415937]","[-2.8835081709275343, 2.0663007882529714, -1.6516281665840589]","[-2.737879990620589, 3.720956758633885, -1.718403841665544]","[-4.260138999845006, 4.068948325385225, -1.1648623040744601]","[-4.802105073634346, 5.3697799386924165, -0.9702940548537861]","[-4.923160145037066, 2.9243322452963176, -0.9117447122153711]","[-1.2571518828212518, -2.2974629424181074, 0.24905497753803119]","[-1.997095707294992, -2.9182901527491607, 1.0556289489239237]","[1.0489901263457597, -2.1404826893498807, 2.5828906810496335]","[1.6439165294124705, -1.5928759850392924, 3.713147680737812]","[0.42655324813087625, -3.2292329930719195, 2.694068101085002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09053,"[1.376757038316772, 3.209158671541059, 0.6975266498849149]","[0.015487810364733014, 2.9614008586458587, 1.0247698606703861]","[-0.7650415131714162, 3.9819939110308535, 1.4866682961439353]","[-2.097135014325414, 3.804118393247888, 1.7505777462675758]","[-2.6877605387935493, 2.5910510458944347, 1.5451652196715773]","[-1.9165836923311275, 1.5735626082495737, 1.0917840826793057]","[-0.583725289275627, 1.711852229148342, 0.8392766968302569]","[-0.1865585510674776, 0.45797036074551795, 0.3671598175883451]","[-1.27591527952495, -0.353829586778089, 0.34140608255443705]","[-2.3198080510247623, 0.3325151122116669, 0.7909818074931916]","[-3.6778949431548376, -0.18486390569652394, 0.8857229776624911]","[-3.7225525486689217, -1.416812818989999, 1.8057391162842313]","[-4.117507633356193, -2.692780188647427, 1.066497719024099]","[-5.4516186115126475, -2.488678852199393, 0.3502892897519707]","[-5.460135250158931, -1.249585368605359, -0.4363669016423038]","[-4.245009453013675, -0.4371589865361677, -0.5149867749394046]","[-6.600344155104323, -0.9630842637008574, -1.2686674176562196]","[-7.3826493052454065, -1.897657444936604, -1.588807967811818]","[-6.917196674621931, 0.39076259175280104, -1.7612705276917964]","[-6.307104599575441, 1.491096935041897, -1.3411736328187052]","[1.1550504557848085, -0.008684517220768344, -0.03480450316334386]","[2.3181240928296787, 0.5411593600861442, 0.5157722776318421]","[3.5750978204533745, 0.05128223871599165, 0.15262768636816743]","[3.6896520112384037, -1.0110755393135855, -0.7573501471058947]","[4.928530290075635, -1.5284209088819327, -1.1706732888939941]","[6.1898041149159795, -1.261518737925392, -0.6126574251752578]","[7.325606541417722, -1.6979097728815051, -1.3048017632373603]","[8.604430796166703, -1.4722482643958688, -0.7866250294246833]","[8.756910183594988, -0.81013448908379, 0.43414156166346934]","[7.630603620217132, -0.37590571648743165, 1.1372254716445511]","[6.353046043404652, -0.6026391249798104, 0.6174959206316197]","[2.526277585454104, -1.5678999986938504, -1.2976825707633142]","[1.2691626996939191, -1.0770358303585004, -0.9342807468974295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09054,"[0.6269385254670852, 0.2983101715963816, -1.0549152584171881]","[0.9192786544598764, 0.3944697917950824, -2.5545398937146295]","[0.99139912550664, -0.9687547917017942, -3.2252246931895208]","[1.600765459956101, -0.540186628117285, -0.36638230258451615]","[2.941691065560902, -0.11372676202630772, -0.11697512976824215]","[3.3726922112757878, 1.1320837673079613, -0.4818839462692068]","[4.6596437420344, 1.5389476732905627, -0.23674832841010005]","[5.5457604067313335, 0.7017556820676465, 0.38345554874194815]","[5.112430522491603, -0.5303546314275259, 0.7436739280345188]","[3.8526572141807613, -0.9498932798369945, 0.5123853938346622]","[3.6902086685460156, -2.199472277078857, 0.9665490321420969]","[4.918577872108286, -2.493479711787248, 1.4767940855438058]","[5.824361284131954, -1.4834589992058922, 1.356332825589396]","[-0.7768309283789924, -0.16536128834916827, -0.771499720714027]","[-1.093150301250717, -1.4671661877009143, -0.997979056146049]","[-2.3292355910788656, -1.953111198713693, -0.7416703460042395]","[-2.6068365972521272, -3.29902965848057, -0.9930341657372139]","[-3.8774178202295877, -3.813306226142496, -0.7314612844037996]","[-4.874804325115335, -2.9830101802793, -0.2171669586635681]","[-4.610605848769158, -1.6341967890214897, 0.039358363025297965]","[-5.609353187458913, -0.8640236742592305, 0.5394914204543507]","[-3.3266608774042736, -1.1043710806167817, -0.22231792374995196]","[-2.9886194824139536, 0.24349595226265705, 0.009593877211087431]","[-3.855980993522735, 1.0416556922649194, 0.46460033898004877]","[-1.721842255330159, 0.6950591314922139, -0.2677894789223167]","[-1.3880207228714356, 2.074862884095552, -0.01829665939494659]","[-1.0816443415368677, 2.9335903921091324, -1.0845345810929778]","[-0.7574861483121054, 4.271057330467858, -0.8403167672613719]","[-0.7397414671032042, 4.758197485967338, 0.4696245181415618]","[-1.0470581235698884, 3.9086662735529596, 1.5361744080865378]","[-1.3711157408524566, 2.5707511364755042, 1.2936693935788504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09055,"[3.343563632100564, -0.5322678023749561, 0.03456046295586784]","[1.8629027445852664, -0.36286602975714183, 0.04546099720654107]","[1.2824604055836195, 0.7956674718755771, -0.38190793304727083]","[2.059043841612204, 1.837578596923513, -0.8345491154523442]","[-0.06948028726246026, 0.9412692289670762, -0.3683631014500192]","[-0.8786826047844088, -0.10557662201580237, 0.0879346915095271]","[-0.29246121049340107, -1.257069599137901, 0.5122134278620264]","[1.057559121831195, -1.4079726687703036, 0.5008667655805863]","[-2.3418780257005465, 0.026903517767146348, 0.11250931191136973]","[-3.127052745803182, -1.02445338598335, 0.5693255091631299]","[-2.895974871668847, 1.0887872925061406, -0.2780510162394551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09059,"[-2.600576802171965, -3.8725959324775063, 1.1592471512258706]","[-3.868874190584547, -3.3478468853808256, 0.6702993240567302]","[-4.839900500806392, -2.7756889119035315, 1.54526471238393]","[-4.780950712201003, -2.9792207555356454, 2.788319325238394]","[-5.91317976994438, -1.895851222505672, 0.992357551424152]","[-5.295134446576022, -0.6567834133746062, 0.5426748297769417]","[-5.705596282637675, 0.6205250384985762, 1.0342970894186059]","[-6.652592224084747, 0.7089829109613194, 1.8663502587878358]","[-4.953181691820242, 1.8373172268799605, 0.5922018540486214]","[-5.773039394426639, 3.1199863538753188, 0.7536910688125004]","[-6.755951339023412, 3.263298196747017, -0.35993600071642834]","[-8.087281302954882, 2.8664433509185248, -0.18221752311213277]","[-8.997108184082892, 2.9735057618454386, -1.2378560634077946]","[-8.583270752929732, 3.4752651735435003, -2.477218076395619]","[-9.51251154787512, 3.5666419751023026, -3.5174398487329572]","[-9.181520453185646, 4.0329604163257, -4.8202827423114565]","[-8.480156081559507, 2.938240630698647, -5.6037357515022475]","[-7.248704042613068, 3.8772060595672375, -2.648410076021288]","[-6.339793693461664, 3.7699145184243275, -1.5941338886193657]","[-3.7098441547477625, 1.9367284423774105, 1.3448358337713602]","[-2.62276960375482, 2.763713627182541, 0.9208133207265824]","[-2.6984376363837383, 3.417433080089704, -0.15350129344645394]","[-1.4037570689312133, 2.874360025760668, 1.7707850511314163]","[-0.18057059515485602, 2.382665560436047, 1.0190258375916197]","[1.3114407136788173, 3.0000062040236557, 1.8456877680896755]","[2.511300030508436, 2.667370657507397, 0.11789161205561244]","[3.470510731038489, 1.3466287758662734, 0.9151641205948865]","[2.871139289026335, -0.012681198019192468, 0.6093870065074692]","[2.016536627851599, -0.4303985756124308, 1.7136465888153471]","[1.2450058087505924, -1.6370820492551645, 1.7011531895682654]","[1.3484732483969832, -2.4566899405658464, 0.7440797470282986]","[0.329026157930572, -1.932246690483382, 2.854373766429315]","[1.1168983593556139, -2.352939981678126, 4.097692823045227]","[1.7529838297105365, -3.6968590770219487, 3.9520536518209677]","[3.036243900243858, -3.81847062733531, 3.349844391304456]","[1.1424061937974281, -4.724694124449143, 4.343951174715912]","[-0.6792542364127503, -2.9355523081562844, 2.514962346424286]","[-1.6570109224970089, -2.7499189163830433, 1.488689090697099]","[-1.6842627384645485, -1.677877363553539, 0.8253667407549741]","[3.9744358427341693, -1.0024005043766813, 0.3776417870726685]","[4.739747233371696, -1.3249416635322464, 1.3268419363067308]","[4.1828421963106885, -1.551299045464756, -0.929973279374093]","[3.231342543928856, -1.3932746149421493, -2.0111888885615685]","[3.8297056340696005, -2.127241335961198, -3.1950867252100554]","[4.960082631662296, -2.9823810132820463, -2.6395924841788245]","[5.306711116258991, -2.405797352777026, -1.2771594147099101]","[6.585977956334215, -1.6216375583484777, -1.3671300356706235]","[7.664209219843623, -2.2289936529971346, -1.6050495948174324]","[6.589222900381321, -0.20357568060178471, -1.1732382587907866]","[7.794820847721202, 0.6017850457258306, -1.288826229064547]","[8.133796367971284, 0.8999267749681478, -2.7480444550645]","[7.000429426581332, 1.606742200654959, -3.4785255244236484]","[7.4688915238351905, 2.003155282599837, -4.866465997891799]","[6.413049071607642, 2.7339515856367758, -5.545380262414246]","[7.68305883839871, 1.8447760583305757, -0.4642712476500426]","[6.6993796045806695, 2.620462272112799, -0.6074498715758585]","[8.70665844669602, 2.1428609464966257, 0.4839308973689868]","[8.662077745380058, 3.328075570168904, 1.321993408668859]","[9.856610642598492, 3.3669627285829233, 2.210381055293473]","[10.730109932708732, 4.489031001657246, 2.17113239747133]","[10.085401767300173, 2.4212525505406672, 3.0101883363072446]","[-6.656924392527675, -2.5775703549097835, -0.16174948798290834]","[-7.393603530153799, -3.811200353071992, 0.3390388896001203]","[-7.657473087004899, -1.6261814130086445, -0.8059766872427109]","[-7.993618355052132, -2.0975486152186775, -2.210890007081887]","[-2.0116357904998106, -4.863672429007653, 0.15068446930134333]","[-1.624367252524223, -4.20648169989636, -1.1682792612973762]","[-0.9076736035067879, -5.520580743018162, 0.694761485746239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09060,"[-4.233056243754892, 0.03931465835854327, -1.6306381734718833]","[-3.3616646971916446, 0.0006931007193635094, -0.507316358228994]","[-3.8223540448073257, 0.20825945938035567, 0.6467108475376905]","[-1.899193705113772, -0.2514927203972786, -0.715896399243948]","[-1.332392162250405, -1.3033840857208825, 0.2839685075454294]","[-0.6902613267022468, -0.6980964201099448, 1.5688771868804303]","[0.012680784906864863, 0.6617335677034111, 1.3409378276527013]","[-1.0517836287147524, 1.5416091178746794, 0.6971438149719685]","[-1.1211919009045133, 0.989158770766335, -0.6501002693667925]","[0.26134392314103067, 0.813018578035437, -0.9125703524816414]","[0.7716463497701734, 0.8672442570379398, -2.0624161989033913]","[0.9904086391885097, 0.5324487104143981, 0.2665107828731875]","[2.3131221010151797, 0.7899494696652584, 0.4127614118158416]","[3.0702661721393123, -0.7174583342450744, 0.40811009679277266]","[4.731381907014092, -0.49439391949271794, 0.5130488050650637]","[2.6078407559201735, -1.5275715319804557, 1.5867432830140906]","[2.7532070763457557, -1.4510326780088318, -0.8652293348845486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09061,"[-5.371716968414574, -3.4095429653301466, 0.6987319050518553]","[-5.480505052328206, -1.9007174239473874, 0.6421631753623939]","[-4.540125702321344, -1.366404117642119, -0.42131615297684233]","[-4.613032253286334, 0.15227878449596924, -0.482547159003775]","[-3.9323802513206596, 0.7962912122639233, 0.720494810693307]","[-2.447468729544099, 0.6871392455970949, 0.6235541287344385]","[-1.7772237036968725, -0.33461364806523963, 1.300564047893253]","[-0.38868717170178935, -0.45355183276280636, 1.201520354112501]","[0.2550005949662328, -1.479823339101784, 1.8835191135619158]","[0.34405508239824273, 0.45488810336605334, 0.41775917644827637]","[1.8362859245710137, 0.2984188915890424, 0.31626376941824047]","[2.563552019204045, 1.4746244829947717, 0.9139608081921438]","[3.867773991328207, 1.6388701923121256, 0.6722481963367378]","[4.587911711875221, 2.817551538025585, 1.227889161332368]","[4.577711244929131, 0.6798783929446113, -0.23654180684945408]","[3.7184239364337985, 0.42938009963229695, -1.4769051986127997]","[2.29020491782813, -0.037360783020637486, -1.124088189999939]","[2.118659597736563, -1.4981104988750344, -1.411939605802239]","[2.9061675393212227, -2.526717672396053, -0.6686339064737528]","[1.1975557820941243, -1.8888977858351084, -2.287461340542046]","[-0.3382608951940643, 1.4816656768866776, -0.26805941212686807]","[0.353271074293504, 2.3938310248129895, -1.056964592457677]","[-1.7271726891715145, 1.5909224220550173, -0.16172933413404036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09063,"[-4.7592399716167675, 2.830133691919609, -1.675836884007989]","[-3.78526266895691, 3.0593318458173, -0.5331917602478241]","[-4.523027170974297, 3.3504962006652343, 0.7620797981385817]","[-2.876538818514643, 1.964180174821725, -0.38748362128125513]","[-3.2371941235336905, 0.6429359468980255, -0.07051800554076244]","[-2.233643007239132, -0.331792530028076, 0.04032646673037876]","[-0.8652091630713958, 0.04925784041340498, -0.17355479698139678]","[0.29692274944112634, -0.7880685680590577, -0.10737576340457337]","[0.19898484984969378, -2.1128082479522825, 0.18473328308996814]","[1.3034892453636537, -2.8992667719678926, 0.24596317630265807]","[2.5630342581209127, -2.3537025140790533, 0.007684016566306051]","[3.982318732035716, -3.38674752929119, 0.09363085558120782]","[2.6565229474291763, -0.9882516001597778, -0.2931081453828158]","[1.5185131767201456, -0.2416868172367686, -0.3420487780996784]","[3.826802343799265, -0.45990185772501624, -0.5183211053511945]","[4.15924605405021, 0.9054364516433143, -0.838873482454283]","[3.1746840240924428, 1.9008118393610445, -0.9615851789046282]","[3.5230912911077996, 3.217040158142352, -1.2703235850417183]","[4.86263893175663, 3.5562513917927556, -1.4604524894687558]","[5.852005621858869, 2.5789750637085778, -1.3419202257247287]","[5.5111420965045435, 1.2563690393570701, -1.033172695943989]","[6.793646886519042, 0.05468563609313097, -0.8905909503021601]","[8.126595518218632, 0.7000278997891842, -1.1534149601615764]","[6.568940360562298, -1.0292643174169784, -1.9073583540159376]","[6.789723781191693, -0.6444688045932273, 0.7514076345560287]","[7.0384282778002945, 0.438851995883946, 1.7816557790187808]","[7.861494622134886, -1.7093244502406792, 0.8676964166188638]","[-2.5874377583584915, -1.6511713982547112, 0.35624653670329]","[-3.921455627775401, -2.009201410097989, 0.5619062702645122]","[-4.23590924632697, -3.4284406095627395, 0.8953315671825979]","[-4.9317090186160755, -1.0375299276571885, 0.45235484992048147]","[-4.576333123444683, 0.2803954495358792, 0.13660122898285654]","[-6.37684086802259, -1.404559538751721, 0.67070133579171]","[-7.2328587289024115, -1.2325495492180036, -0.589775335921914]","[-7.660183114735344, 0.22454098291734476, -0.7685322658932736]","[-8.375703258547231, 0.6863362523491715, 0.4181196458716053]","[-7.436841956258265, 0.7165113640184289, 1.5365984535977233]","[-6.99283814365342, -0.7038327828351754, 1.88753382363823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09064,"[-4.358664817419437, 1.708408708458257, 0.08996792647805951]","[-3.231243197365146, 0.7081782009596647, -0.06902979676736137]","[-3.1579700987767203, 0.31980319860898176, -1.5398330608279007]","[-2.010632379650798, 1.3407405475370775, 0.33609510744929993]","[-0.7350886266810461, 0.7530203224747588, 0.312306120037299]","[0.35958655602104683, 1.5105140516324203, 0.7406142047273286]","[1.6461749663721583, 0.9647569918543955, 0.7298822115893924]","[1.8552302046477804, -0.34360278166768954, 0.27633727466633945]","[0.7568273383022179, -1.114005559441243, -0.1313927257076589]","[-0.5285910678100049, -0.5670466025303329, -0.12024782988363869]","[3.2381997280963435, -0.9295212912484649, 0.31988210713017246]","[3.5541258640226414, -1.7529011212087438, -0.9270324875413187]","[4.153939855188617, -0.3774048796449579, -0.7710796770434968]","[5.898240745566798, -0.43537109241600014, -0.4341022310653425]","[3.5607376641098156, 0.7554832659266045, -2.0208530087802656]","[-3.5374419617506936, -0.4877688745234771, 0.7922681909499336]","[-4.297815711246294, -1.540240432623706, 0.29400527395404136]","[-3.1656150616272156, -0.5130426521472966, 1.995781686945697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
